episode,env_seed,return,steps,score,broken_bricks,remaining_bricks,clear,lives,terminal_reason,epsilon,loss,td_error_abs_mean,q_mean,q_max,replay_size,global_step,wall_clock_sec
42,42,149.0600000000005,94,1,1,81,0,0,no_lives,0.820735,3.3856122649885947,3.420918557317333,-0.014961343009379059,1.970899493215566,9435,9435,0.316271957999561
43,43,1144.180000000005,582,6,6,76,0,0,no_lives,0.809677,3.1047749335117647,3.1393264776761436,-0.01008136688671703,3.532041354124079,10017,10017,2.0373581669991836
44,44,148.31000000000085,169,1,1,81,0,0,no_lives,0.806466,2.8080352178117614,2.8379751264597095,0.0032717816071916673,1.543713092803955,10186,10186,1.009853290997853
45,45,546.9600000000025,304,3,3,79,0,0,no_lives,0.80069,2.9223129875496228,2.9555921718833575,0.014745114659538223,5.298657924917183,10490,10490,1.0478648749995045
46,46,148.92000000000058,108,1,1,81,0,0,no_lives,0.798638,3.175296282509441,3.2104202498060963,0.008253215259106515,3.57151206334432,10598,10598,0.35479408399987733
47,47,149.14000000000047,86,1,1,81,0,0,no_lives,0.797004,2.522236464125494,2.552905283846654,-0.005058992927483497,0.49016466303620226,10684,10684,0.25956666599813616
48,48,149.13000000000048,87,1,1,81,0,0,no_lives,0.795351,2.8628012803473495,2.8970342411648953,0.011684680697621895,4.044254669598464,10771,10771,0.24622591699881013
49,49,149.13000000000048,87,1,1,81,0,0,no_lives,0.793698,2.8577755954071087,2.89214026630353,0.038592984513500066,11.931081714472551,10858,10858,0.25726108299568295
50,50,149.14000000000047,86,1,1,81,0,0,no_lives,0.792064,3.1384987052904676,3.1895469343939493,0.06472838277316674,20.54494336221454,10944,10944,0.37786308400245616
51,51,148.96000000000058,104,1,1,81,0,0,no_lives,0.790088,3.0415729483604363,3.0780542033831946,0.0561869307051753,14.658423428710263,11048,11048,0.29541354200046044
52,52,348.40000000000117,160,2,2,80,0,0,no_lives,0.787048,2.981766661892743,3.018541970138904,0.029805797879043895,4.884903968032449,11208,11208,0.5076006250019418
53,53,148.50000000000077,150,1,1,81,0,0,no_lives,0.784198,2.815282869592387,2.849095597403745,0.036798196335633596,6.720675161282221,11358,11358,0.5029109160022927
54,54,149.0800000000005,92,1,1,81,0,0,no_lives,0.78245,3.3168908777088686,3.3606541106558363,0.10393472043063451,18.325836136451233,11450,11450,0.26389479199860943
55,55,149.13000000000048,87,1,1,81,0,0,no_lives,0.780797,2.809184730489171,2.8513549290939992,0.08226751186784581,17.63688522243294,11537,11537,0.24798241600365145
56,56,348.16000000000133,184,2,2,80,0,0,no_lives,0.777301,3.046542521991954,3.0799405369401462,0.058959512690199,10.279969364890587,11721,11721,0.5434227079967968
57,57,947.1200000000023,288,5,5,77,0,0,no_lives,0.771829,3.0315214709857576,3.0791998835371084,0.1327999392920497,24.367846635222023,12009,12009,0.8238009999986389
58,58,548.2800000000012,172,3,3,79,0,0,no_lives,0.768561,2.938770877607715,2.96908262127274,0.07534982215885214,9.876074523080227,12181,12181,0.49632095800188836
59,59,348.47000000000116,153,2,2,80,0,0,no_lives,0.7656540000000001,2.74525708969851,2.7767070440904185,0.04846677033088377,5.256204739797349,12334,12334,0.5137263750002603
60,60,348.88000000000056,112,2,2,80,0,0,no_lives,0.763526,3.1579235618646635,3.191083998652175,0.04297840892728085,3.857330540727292,12446,12446,0.3171684999979334
61,61,1141.960000000007,804,6,6,76,0,0,no_lives,0.7482500000000001,2.8833291363781015,2.9175715485949123,0.06769455849554101,8.343193812564534,13250,13250,2.260049666998384
62,62,547.0300000000025,297,3,3,79,0,0,no_lives,0.742607,2.74196483805494,2.773999464867467,0.06106974413722906,5.953405569599132,13547,13547,0.8323407909992966
63,63,149.30000000000038,70,1,1,81,0,0,no_lives,0.741277,2.7286710930963247,2.7601425923140988,0.048551872989992265,4.97784650091614,13617,13617,0.19434741700388258
64,64,149.01000000000053,99,1,1,81,0,0,no_lives,0.7393959999999999,2.5044869080615393,2.546053016163183,0.09736887082184731,14.967926011392564,13716,13716,0.2719534160059993
65,65,148.46000000000078,154,1,1,81,0,0,no_lives,0.73647,2.98085167040359,3.0131473204290327,0.060701779482202824,6.75909907041819,13870,13870,0.4679388340009609
66,66,149.0600000000005,94,1,1,81,0,0,no_lives,0.7346840000000001,2.744210491363582,2.779889785526122,0.10792745836117823,16.808092505849423,13964,13964,0.26964866599882953
67,67,149.03000000000054,97,1,1,81,0,0,no_lives,0.732841,3.020198902458771,3.0609182272125612,0.15299875872718535,22.205362258805444,14061,14061,0.3115969580030651
68,68,6939.02999999988,1097,35,35,47,0,0,no_lives,0.711998,2.9210745398286386,2.9698934361207874,0.2353858965807832,32.06175344668961,15158,15158,3.209223124998971
69,69,149.21000000000043,79,1,1,81,0,0,no_lives,0.7104969999999999,3.2058321552880145,3.252474198660141,0.35821251984084423,40.82415336936335,15237,15237,0.24081841599399922
70,70,348.3200000000012,168,2,2,80,0,0,no_lives,0.7073050000000001,2.996530957005494,3.042311954921821,0.36728307650801506,36.9811602011323,15405,15405,0.5299681670003338
71,71,149.0900000000005,91,1,1,81,0,0,no_lives,0.705576,3.1163666039922115,3.162680478848435,0.3621891839276221,39.005163992499256,15496,15496,0.27830883400019957
72,72,148.93000000000058,107,1,1,81,0,0,no_lives,0.703543,2.7826752255458023,2.8264328271289854,0.40235923598825096,42.558716578879086,15603,15603,0.3235507499994128
73,73,348.3600000000012,164,2,2,80,0,0,no_lives,0.700427,2.912459897998615,2.9558102290554924,0.4120095556874464,41.87691308975947,15767,15767,0.49290583299443824
74,74,149.04000000000053,96,1,1,81,0,0,no_lives,0.6986030000000001,3.0134949696415183,3.0563461663550697,0.34004811283860664,33.77207794816544,15863,15863,0.2826408749970142
75,75,2542.8999999999533,710,13,13,69,0,0,no_lives,0.6851130000000001,3.1636687116104287,3.207750131160965,0.4647422754966562,39.24375600063465,16573,16573,2.1178761670016684
76,76,149.16000000000045,84,1,1,81,0,0,no_lives,0.683517,2.9398265516422164,2.985256117081181,0.5731733851578265,52.077435241923446,16657,16657,0.24789154100290034
77,77,149.0900000000005,91,1,1,81,0,0,no_lives,0.6817880000000001,3.1787400088553794,3.222916849653472,0.4397979576427203,38.186033124779605,16748,16748,0.26707175000046846
78,78,944.4500000000048,555,5,5,77,0,0,no_lives,0.671243,3.1692550149547496,3.2100611211127927,0.4990156020667102,42.662638490694064,17303,17303,1.6463003340031719
79,79,148.9100000000006,109,1,1,81,0,0,no_lives,0.6691720000000001,3.2918679265790285,3.347627375565401,0.4932382567144862,45.01630230999868,17412,17412,0.32038466700032586
80,80,148.97000000000057,103,1,1,81,0,0,no_lives,0.667215,2.9141711345817263,2.9615826723934378,0.499501643105618,45.6146639646257,17515,17515,0.31178216700209305
81,81,348.14000000000135,186,2,2,80,0,0,no_lives,0.663681,3.0421251793969697,3.0843452206282045,0.48353975164073126,43.339473099638056,17701,17701,0.5887266659992747
82,82,149.05000000000052,95,1,1,81,0,0,no_lives,0.661876,2.95912672679712,3.005561735481024,0.5405215760987055,45.67429002429309,17796,17796,0.2837348329994711
83,83,547.3800000000019,262,3,3,79,0,0,no_lives,0.656898,3.024442664538763,3.0659409200075927,0.45607073719520835,38.21666638587267,18058,18058,0.7773793329979526
84,84,149.17000000000044,83,1,1,81,0,0,no_lives,0.655321,3.2909130922021452,3.3311460839517144,0.5151672683297152,53.21190948299615,18141,18141,0.24693537499842932
85,85,148.4300000000008,157,1,1,81,0,0,no_lives,0.6523380000000001,3.3619152811898294,3.40478557189274,0.4528321368252016,39.61942939507733,18298,18298,0.46373454199783737
86,86,149.14000000000047,86,1,1,81,0,0,no_lives,0.650704,2.887648368336539,2.9279550914760937,0.4646287082456226,41.891715430589606,18384,18384,0.2558562499980326
87,87,149.26000000000042,74,1,1,81,0,0,no_lives,0.649298,3.1111765152116377,3.1509411527045272,0.4225123517617986,34.14550568686949,18458,18458,0.21926024999993388
88,88,149.11000000000047,89,1,1,81,0,0,no_lives,0.647607,3.28524706832145,3.331498978492082,0.43962008822081466,36.924542364779484,18547,18547,0.2643500829944969
89,89,149.26000000000042,74,1,1,81,0,0,no_lives,0.646201,3.194876411016889,3.235272990489328,0.5357413216418511,47.756260421227765,18621,18621,0.21934799999871757
90,90,149.15000000000046,85,1,1,81,0,0,no_lives,0.644586,3.199775507087436,3.2455848829711185,0.43416353784063283,38.4061279882403,18706,18706,0.25249600000097416
91,91,347.59000000000185,241,2,2,80,0,0,no_lives,0.640007,2.9957353943587894,3.037812733365787,0.5016388078007646,41.69235416467754,18947,18947,0.7088638749992242
92,92,149.13000000000048,87,1,1,81,0,0,no_lives,0.638354,2.8371819064925003,2.876576091773037,0.5074705621120573,46.376946820267314,19034,19034,0.2604274580007768
93,93,148.99000000000055,101,1,1,81,0,0,no_lives,0.6364350000000001,3.0710971334091584,3.1142549008167912,0.4620760650475427,37.64786349753342,19135,19135,0.3002189999970142
94,94,149.14000000000047,86,1,1,81,0,0,no_lives,0.6348010000000001,3.174859078206409,3.2214250660739667,0.5261738022659407,45.60245626229187,19221,19221,0.2542511249994277
95,95,149.2800000000004,72,1,1,81,0,0,no_lives,0.633433,3.149819887786483,3.212358377692807,0.6521129288852939,64.19766717404127,19293,19293,0.2124153330005356
96,96,348.4000000000011,160,2,2,80,0,0,no_lives,0.630393,2.815581856445533,2.8617646874976344,0.5539155948441475,50.25193017218262,19453,19453,0.48867929200059734
97,97,149.0900000000005,91,1,1,81,0,0,no_lives,0.628664,2.815658608123348,2.856032220094086,0.42577422201469706,36.96940571691964,19544,19544,0.2700475829988136
98,98,149.0800000000005,92,1,1,81,0,0,no_lives,0.626916,3.115967250238021,3.163149828010279,0.5262832069445563,46.863341743531436,19636,19636,0.27119804099493194
99,99,149.23000000000042,77,1,1,81,0,0,no_lives,0.625453,2.947536363192326,2.988674764146472,0.48292649813093147,42.776006657194785,19713,19713,0.23105491699971026
100,100,1745.7300000000034,427,9,9,73,0,0,no_lives,0.61734,3.277588173197566,3.3264606982966844,0.7173335628422627,57.60140863737959,20140,20140,1.2849625000017113
101,101,148.97000000000057,103,1,1,81,0,0,no_lives,0.615383,3.1401866088458563,3.2106269567626193,1.1381179719295316,88.43244241163569,20243,20243,0.30724058400664944
102,102,149.0800000000005,92,1,1,81,0,0,no_lives,0.6136349999999999,3.3668215005094204,3.422889534748443,1.0241977763564691,75.60817184882319,20335,20335,0.27295966699603014
103,103,2541.529999999925,847,13,13,69,0,0,no_lives,0.597542,3.1811907536082793,3.2380385391145876,1.0521761868083068,80.90585629302467,21182,21182,2.525893083999108
104,104,149.10000000000048,90,1,1,81,0,0,no_lives,0.595832,2.928989596582121,2.9750130680286224,0.9171694011323982,75.42465671698253,21272,21272,0.2686838750014431
105,105,149.2900000000004,71,1,1,81,0,0,no_lives,0.594483,3.471037069788124,3.523582348416389,0.9123273990313772,63.96119971804216,21343,21343,0.21109062500181608
106,106,148.8600000000006,114,1,1,81,0,0,no_lives,0.592317,3.095973005167029,3.1453404139171828,0.7420141828295431,56.182167301052495,21457,21457,0.34832941600325285
107,107,149.20000000000044,80,1,1,81,0,0,no_lives,0.590797,2.929990698803158,2.975533781107515,0.7852906370535493,58.600155939534304,21537,21537,0.2418212089978624
108,108,149.0800000000005,92,1,1,81,0,0,no_lives,0.5890489999999999,2.956251532303767,3.0083930496855276,0.9479821858846623,72.6688742423835,21629,21629,0.2798015000007581
109,109,149.2800000000004,72,1,1,81,0,0,no_lives,0.587681,2.797198087552614,2.841669570059619,0.9204204089732634,69.8155719232228,21701,21701,0.2232609579950804
110,110,149.01000000000053,99,1,1,81,0,0,no_lives,0.5858000000000001,3.246411606116747,3.30579923371775,0.7464080445393168,58.807953094292166,21800,21800,0.28576620800595265
111,111,148.97000000000057,103,1,1,81,0,0,no_lives,0.583843,3.1588559228174153,3.2062189040470472,0.740223738970687,54.18279206723843,21903,21903,0.3117580830003135
112,112,347.3100000000019,269,2,2,80,0,0,no_lives,0.578732,3.0407399642633943,3.089898901074072,0.8963389219127623,69.3240063948259,22172,22172,0.8075787080015289
113,113,348.22000000000094,178,2,2,80,0,0,no_lives,0.57535,2.9677001266678786,3.0187771239977206,0.9260170203999857,68.96801937932379,22350,22350,0.5345956249948358
114,114,149.01000000000053,99,1,1,81,0,0,no_lives,0.573469,3.044999636737912,3.094650009628197,0.8433896016442415,68.14273883658227,22449,22449,0.3344583750003949
115,115,149.11000000000047,89,1,1,81,0,0,no_lives,0.571778,3.30987713381444,3.3589425815080993,0.7588343940089258,60.35352419433969,22538,22538,0.2682967499931692
116,116,548.2000000000013,180,3,3,79,0,0,no_lives,0.568358,2.9985636471599313,3.045170352442397,0.7806199277440707,62.156537227663726,22718,22718,0.5398906670016004
117,117,148.96000000000058,104,1,1,81,0,0,no_lives,0.5663819999999999,2.9079113687263227,2.955084947725901,0.8406872137521322,67.98393928202299,22822,22822,0.343276458006585
118,118,149.11000000000047,89,1,1,81,0,0,no_lives,0.564691,2.9392084016554905,2.982970216133621,0.8491448773426956,76.22451964188159,22911,22911,0.2808714580023661
119,119,149.05000000000052,95,1,1,81,0,0,no_lives,0.562886,3.314385158901936,3.3606597766280175,1.0029509661229032,78.10526420944615,23006,23006,0.30345274999854155
120,120,148.94000000000057,106,1,1,81,0,0,no_lives,0.560872,3.302870630160334,3.351943057803613,0.8128563792638059,70.7901711655113,23112,23112,0.3264780410027015
121,121,149.16000000000045,84,1,1,81,0,0,no_lives,0.559276,2.902601964139779,2.9501213836261915,0.8679792458812395,71.80950342544487,23196,23196,0.2692063330032397
122,122,148.98000000000056,102,1,1,81,0,0,no_lives,0.5573380000000001,3.232975272333373,3.2788865725126337,0.703174498041763,59.042338298816304,23298,23298,0.6017250829972909
123,123,148.99000000000055,101,1,1,81,0,0,no_lives,0.555419,2.877007675950766,2.9185691681681294,0.7760159834334166,60.52138242302555,23399,23399,0.6998655000061262
124,124,149.13000000000048,87,1,1,81,0,0,no_lives,0.553766,3.0572206303249807,3.1040859705415267,0.9751088218442325,77.85545316304284,23486,23486,0.3009466669973335
125,125,149.05000000000052,95,1,1,81,0,0,no_lives,0.551961,2.7424139042397178,2.786744128873474,0.6726408415719083,51.648157680034636,23581,23581,0.327694583000266
126,126,148.56000000000074,144,1,1,81,0,0,no_lives,0.5492250000000001,3.123422113874969,3.1727135475699066,0.8078804835418446,66.99147476048933,23725,23725,0.4575830419998965
127,127,348.2400000000009,176,2,2,80,0,0,no_lives,0.5458810000000001,3.059312573507255,3.103074901906604,0.821868959306316,69.18230359324001,23901,23901,0.5526231249968987
128,128,349.10000000000053,90,2,2,80,0,0,no_lives,0.544171,2.968624705924756,3.023926337228881,0.868520434648316,69.19303430318833,23991,23991,0.28893141700245906
129,129,149.0600000000005,94,1,1,81,0,0,no_lives,0.542385,3.23345099049224,3.2851832659637674,0.7951586238564329,60.1808378512555,24085,24085,0.28851550000399584
130,130,149.02000000000052,98,1,1,81,0,0,no_lives,0.5405230000000001,3.105457381620927,3.1527532137626286,0.873204515144533,60.384971790775964,24183,24183,0.3152273330051685
131,131,149.23000000000042,77,1,1,81,0,0,no_lives,0.53906,2.449873857488916,2.491704372181134,0.8124551984977413,59.58585400008536,24260,24260,0.23893549999775132
132,132,349.01000000000056,99,2,2,80,0,0,no_lives,0.5371790000000001,3.1311218639849825,3.1786412057852504,0.9156342859220024,65.99065409164236,24359,24359,0.313503249999485
133,133,148.99000000000055,101,1,1,81,0,0,no_lives,0.5352600000000001,3.0575077068815606,3.104117308199258,0.8549210144446628,65.41967804066026,24460,24460,0.3100721250011702
134,134,148.99000000000055,101,1,1,81,0,0,no_lives,0.5333410000000001,3.181167579348785,3.232783871232578,0.7854657308890087,58.71838331871694,24561,24561,0.3755278750031721
135,135,149.18000000000046,82,1,1,81,0,0,no_lives,0.531783,2.766247527878277,2.8108030106508877,0.8806133550114748,68.41935678371568,24643,24643,0.29854449999402277
136,136,945.8300000000031,417,5,5,77,0,0,no_lives,0.52386,2.9632239509464635,3.011711525536484,0.8937168434905491,68.52697418776633,25060,25060,2.4142828749972978
137,137,348.9800000000006,102,2,2,80,0,0,no_lives,0.521922,3.173718736036772,3.2280781547739807,0.83491229083316,67.33989435843392,25162,25162,0.9058817910045036
138,138,348.4500000000012,155,2,2,80,0,0,no_lives,0.518977,2.876773340924222,2.923687740463403,0.8315404972722453,60.89927347898483,25317,25317,0.4555089159985073
139,139,149.13000000000048,87,1,1,81,0,0,no_lives,0.5173240000000001,3.522170109256845,3.5672237287735804,0.8142622294782222,59.744982788617584,25404,25404,0.27993374999641674
140,140,349.1300000000005,87,2,2,80,0,0,no_lives,0.515671,3.139493923342583,3.190907457779194,0.7783733908643667,59.16547212998072,25491,25491,0.6519323749962496
141,141,149.18000000000043,82,1,1,81,0,0,no_lives,0.514113,3.220752037674041,3.2702879278988735,0.7662621735617882,59.13033000579694,25573,25573,0.3020449579998967
142,142,347.21000000000186,279,2,2,80,0,0,no_lives,0.508812,2.8306179091596797,2.8759728290714777,0.8462059088718934,71.09362796194664,25852,25852,0.8747261669996078
143,143,548.2200000000014,178,3,3,79,0,0,no_lives,0.50543,3.029411025260957,3.082172890664654,0.8342806630757418,65.24434283141339,26030,26030,0.6563257920061005
144,144,148.96000000000058,104,1,1,81,0,0,no_lives,0.5034540000000001,3.102578599820845,3.1633528048315873,0.917142174923076,73.40820935597786,26134,26134,0.4422506249975413
145,145,149.16000000000045,84,1,1,81,0,0,no_lives,0.5018579999999999,3.298237010127022,3.356846097014135,0.7436059424210162,57.93039364403202,26218,26218,0.30287391699675936
146,146,149.04000000000053,96,1,1,81,0,0,no_lives,0.5000340000000001,2.7240317879971676,2.768011989421211,0.816273565714558,61.68832513876259,26314,26314,0.28687512499891454
147,147,149.04000000000053,96,1,1,81,0,0,no_lives,0.49821000000000004,3.2474944252414084,3.299856300931424,0.8826823567505926,70.54837005150814,26410,26410,0.273211416999402
148,148,149.21000000000043,79,1,1,81,0,0,no_lives,0.49670899999999996,2.9864922862579526,3.0348833959455352,0.7609744938679889,58.15360786039618,26489,26489,0.22099204199912492
149,149,348.2800000000009,172,2,2,80,0,0,no_lives,0.493441,3.0413693929223755,3.088609941585293,0.7553878716777923,55.53476512882599,26661,26661,0.5111764169996604
150,150,1540.1700000000083,983,8,8,74,0,0,no_lives,0.47476399999999996,3.0512858010623436,3.1011941757485166,0.8759015213133481,67.93601825672637,27644,27644,3.3311726250030915
151,151,348.2600000000013,174,2,2,80,0,0,no_lives,0.47145800000000004,3.018656209614342,3.0723632677383295,0.8513600295302511,69.03559705615044,27818,27818,0.4920465420000255
152,152,149.02000000000052,98,1,1,81,0,0,no_lives,0.469596,3.205339197475672,3.2592496848760213,0.8769480573887728,69.41623778549992,27916,27916,0.28192779200617224
153,153,149.02000000000052,98,1,1,81,0,0,no_lives,0.467734,3.265752024562526,3.311435713755841,0.8634318403747617,64.36808726373984,28014,28014,0.2827039589974447
154,154,149.2400000000004,76,1,1,81,0,0,no_lives,0.4662900000000001,3.0004404293171034,3.056816364172846,0.7975015494188196,61.166710312429224,28090,28090,0.42166316600196296
155,155,349.0800000000005,92,2,2,80,0,0,no_lives,0.464542,3.2505064705031184,3.303447014733177,0.8693047764346652,58.2121767103672,28182,28182,0.33274995800456963
156,156,348.8000000000007,120,2,2,80,0,0,no_lives,0.46226200000000006,2.8332672292856538,2.88172132979768,0.8580836940556764,67.99375189244748,28302,28302,0.3664461670050514
157,157,149.16000000000045,84,1,1,81,0,0,no_lives,0.460666,2.666512415544795,2.7171620363369584,0.6808685225745043,48.41522603162697,28386,28386,0.24726387500413693
158,158,149.0600000000005,94,1,1,81,0,0,no_lives,0.45888000000000007,2.728511986051478,2.7797866032478655,0.9245777242678277,75.40953843834552,28480,28480,0.2670092500047758
159,159,149.0800000000005,92,1,1,81,0,0,no_lives,0.4571320000000001,2.654178803362099,2.705722783024058,0.894212488732908,67.55021180666012,28572,28572,0.2607197500037728
160,160,348.4700000000011,153,2,2,80,0,0,no_lives,0.454225,3.0241772948343497,3.0738849740938035,0.8647627161414015,65.08199349026275,28725,28725,0.4373686250037281
161,161,349.1600000000005,84,2,2,80,0,0,no_lives,0.45262899999999995,2.6536758281747876,2.6984041953636777,0.8727573436640558,64.49096814365615,28809,28809,0.23572704199614236
162,162,348.2600000000009,174,2,2,80,0,0,no_lives,0.44932300000000003,2.8686316107833307,2.926696293505615,0.8977081897700655,68.33080427879575,28983,28983,0.4871284589971765
163,163,148.95000000000056,105,1,1,81,0,0,no_lives,0.44732799999999995,2.570256206923763,2.6309232779202008,0.6357631610262962,47.68850378252211,29088,29088,0.29910458299855236
