episode,env_seed,return,steps,score,broken_bricks,remaining_bricks,clear,lives,terminal_reason,epsilon,loss,td_error_abs_mean,q_mean,q_max,replay_size,global_step,wall_clock_sec
38,38,348.2900000000012,171,2,2,80,0,0,no_lives,0.881896,0.01217694222458709,119.71013337966295,-0.008069775350479006,-0.00736568840656277,6216,6216,0.6825762919979752
39,39,149.23000000000042,77,1,1,81,0,0,no_lives,0.880433,0.011336166958941461,122.36773780723671,-0.007992002109138223,-0.00710312422219809,6293,6293,0.3075214999989839
40,40,1943.7300000000055,627,10,10,72,0,0,no_lives,0.86852,0.025364008837972175,128.47534684663373,-0.007784713840407677,-0.0020281277608833435,6920,6920,2.5193789580007433
41,41,149.0600000000005,94,1,1,81,0,0,no_lives,0.866734,0.0408678447030128,130.9596621736567,-0.007527109438632714,0.004115695956143293,7014,7014,0.47811695800191956
42,42,746.3900000000029,361,4,4,78,0,0,no_lives,0.859875,0.05165838819755618,130.85676593727683,-0.012780669894729873,0.006705563645706695,7375,7375,2.200661625000066
43,43,544.8800000000043,512,3,3,79,0,0,no_lives,0.850147,0.062264237006274925,131.47651721537113,-0.012091367399932551,0.004534459004389646,7887,7887,3.252209332997154
44,44,148.31000000000085,169,1,1,81,0,0,no_lives,0.846936,0.07154422856112336,130.1642861902361,-0.014669240073827179,0.007008628644181426,8056,8056,0.7407535000020289
45,45,1144.8300000000045,517,6,6,76,0,0,no_lives,0.837113,0.07305787053009642,130.81660079218202,-0.01574260188702123,0.008649597288518279,8573,8573,2.2385802089993376
46,46,148.92000000000058,108,1,1,81,0,0,no_lives,0.835061,0.08076219622658014,131.2385183263708,-0.013649737489079902,0.01695535443852552,8681,8681,0.4285662499969476
47,47,149.14000000000047,86,1,1,81,0,0,no_lives,0.833427,0.07383572773704696,131.19217353643373,-0.01516723815557482,0.0153624665446926,8767,8767,0.3408540410018759
48,48,944.8000000000044,520,5,5,77,0,0,no_lives,0.823547,0.08167567450794964,132.0694389783419,-0.022062506340919823,0.013806613043505842,9287,9287,2.1108217910004896
49,49,149.13000000000048,87,1,1,81,0,0,no_lives,0.821894,0.09562701376251362,132.0650897848195,-0.023109635894505265,0.01043805379110078,9374,9374,0.3272394579980755
50,50,149.14000000000047,86,1,1,81,0,0,no_lives,0.82026,0.0937645198712342,132.26710483639738,-0.018792611592839105,0.010400718938949149,9460,9460,0.3565302920032991
51,51,148.96000000000058,104,1,1,81,0,0,no_lives,0.818284,0.08127912986674346,132.11133458064154,-0.017025717650540173,0.019423463731072843,9564,9564,0.45333879200188676
52,52,149.23000000000042,77,1,1,81,0,0,no_lives,0.816821,0.07851159259338271,131.9775848388672,-0.019420083104209465,0.018030538114827948,9641,9641,0.3583770410041325
53,53,148.50000000000077,150,1,1,81,0,0,no_lives,0.813971,0.09312059537662815,132.10317428588868,-0.022280042258401713,0.018273021578788757,9791,9791,0.6071132919969386
54,54,149.0800000000005,92,1,1,81,0,0,no_lives,0.812223,0.09732387848603337,132.4641648997431,-0.02323862101437281,0.022505427305789097,9883,9883,0.3657867500005523
55,55,149.13000000000048,87,1,1,81,0,0,no_lives,0.81057,0.0890032927393271,130.70996409449083,-0.026910674803751124,0.013135728094427064,9970,9970,0.34754404200066347
56,56,1143.920000000005,608,6,6,76,0,0,no_lives,0.799018,0.0992988690222295,130.62882131024412,-0.030267009335650647,0.031218285364478727,10578,10578,2.4142832909928984
57,57,548.2700000000012,173,3,3,79,0,0,no_lives,0.795731,0.1154396708454463,127.90280804055274,-0.021609728184200264,0.004183383222475562,10751,10751,0.6999264580008457
58,58,349.0800000000005,92,2,2,80,0,0,no_lives,0.793983,0.11199599925590598,129.8932043987772,-0.018534564557384052,0.03723094288421714,10843,10843,0.3856472080005915
59,59,747.7800000000018,222,4,4,78,0,0,no_lives,0.789765,0.11109664874478571,130.15125089078336,-0.012976191138108875,0.06749665619687992,11065,11065,0.9063725829983014
60,60,348.88000000000056,112,2,2,80,0,0,no_lives,0.787637,0.11183219375171964,133.99975081852503,-0.0095569130783133,0.07907092105597258,11177,11177,0.4471069159990293
61,61,2140.8599999999815,914,11,11,71,0,0,no_lives,0.770271,0.10053842957666514,137.23266646637697,-0.008646127969945835,0.08410440555710501,12091,12091,3.869372374996601
62,62,745.2200000000041,478,4,4,78,0,0,no_lives,0.761189,0.10339414558731892,139.79617746903807,-0.0032999863205378046,0.10866279801875976,12569,12569,1.94845825000084
63,63,149.30000000000038,70,1,1,81,0,0,no_lives,0.7598590000000001,0.10109193784051708,139.40856127057756,-0.0033051190974739647,0.11208650150469371,12639,12639,0.28426887500245357
64,64,149.01000000000053,99,1,1,81,0,0,no_lives,0.757978,0.09025277346231494,139.42663998074002,-0.0033469205780585817,0.11177763109556352,12738,12738,0.41531183299957775
65,65,148.46000000000078,154,1,1,81,0,0,no_lives,0.7550520000000001,0.10149639028702052,138.63825909503095,-0.003581398707688272,0.11032735527335823,12892,12892,0.6322032079988276
66,66,2139.0899999999956,1091,11,11,71,0,0,no_lives,0.7343230000000001,0.11014429870442301,138.30149549699289,-0.006452351373213458,0.12500822746240142,13983,13983,4.613032125002064
67,67,149.03000000000054,97,1,1,81,0,0,no_lives,0.73248,0.10258020842255852,138.7335749360704,0.0015388822046344976,0.1441088542342186,14080,14080,0.41983537500345847
68,68,149.2800000000004,72,1,1,81,0,0,no_lives,0.731112,0.1243031268790623,140.03771040174695,0.0017722029644776033,0.147635649682747,14152,14152,0.32835545799753163
69,69,348.3400000000012,166,2,2,80,0,0,no_lives,0.727958,0.11879808124132364,138.49794332665132,0.00043249910623419866,0.14551673614117036,14318,14318,0.7463779589961632
70,70,149.16000000000045,84,1,1,81,0,0,no_lives,0.726362,0.11049894466053783,139.42829386393228,0.001803077823708355,0.1565284833666824,14402,14402,0.35138287500012666
71,71,149.0900000000005,91,1,1,81,0,0,no_lives,0.7246330000000001,0.112252922411394,137.91470353681962,-0.00045346029155253134,0.1474782617373781,14493,14493,0.37869858300109627
72,72,148.93000000000058,107,1,1,81,0,0,no_lives,0.7226,0.11638431985444764,137.86215644907728,-0.00011919327727606015,0.14761479338195838,14600,14600,0.4429622089955956
73,73,149.18000000000046,82,1,1,81,0,0,no_lives,0.721042,0.13169433562675628,138.90263543477872,0.0009937281278458924,0.14739932665010777,14682,14682,0.34167058399907546
74,74,149.04000000000053,96,1,1,81,0,0,no_lives,0.719218,0.10980904895162287,138.2442332903544,-0.002982101049989675,0.14838117314502597,14778,14778,0.39814483399823075
75,75,148.99000000000055,101,1,1,81,0,0,no_lives,0.717299,0.11807418853450234,137.91484749671255,-0.0028236082358165334,0.14764239041521998,14879,14879,0.4353008750040317
76,76,149.16000000000045,84,1,1,81,0,0,no_lives,0.715703,0.11970521667085234,136.90090851556687,-0.005941745219951415,0.14349083141202018,14963,14963,0.35036887500609737
77,77,149.0900000000005,91,1,1,81,0,0,no_lives,0.713974,0.12283599400217389,137.51360111446172,-0.00462252242109421,0.15531732796967684,15054,15054,0.4014491670022835
78,78,149.20000000000044,80,1,1,81,0,0,no_lives,0.712454,0.11204985613003374,137.6639925956726,-0.0048933713553196865,0.15731982355937363,15134,15134,0.3585666669969214
79,79,148.9100000000006,109,1,1,81,0,0,no_lives,0.710383,0.1210629241541028,138.0348134172072,-0.0035385023522160847,0.16008930448271813,15243,15243,0.46279670800140593
80,80,148.97000000000057,103,1,1,81,0,0,no_lives,0.708426,0.11870438919755295,136.908422747862,-0.00733323621612214,0.15262173137907842,15346,15346,0.4690705000029993
81,81,149.0600000000005,94,1,1,81,0,0,no_lives,0.7066399999999999,0.11672867768434213,136.38905788989777,-0.0021699977657222685,0.15968927154515652,15440,15440,0.4234589160041651
82,82,149.05000000000052,95,1,1,81,0,0,no_lives,0.7048350000000001,0.1052468866060831,136.17543471486945,-0.00766470571254678,0.1541861880766718,15535,15535,0.4012495840070187
83,83,2140.579999999981,942,11,11,71,0,0,no_lives,0.686937,0.12593564728345136,136.9691956716485,-0.01661522058151558,0.16044433471092245,16477,16477,3.991541916002461
84,84,547.430000000002,257,3,3,79,0,0,no_lives,0.682054,0.13100839026384636,137.2462759351916,-0.030918424015349243,0.15853475489389107,16734,16734,1.1034334170035436
85,85,148.4300000000008,157,1,1,81,0,0,no_lives,0.679071,0.12689439253584975,137.14168631195264,-0.029742839164471336,0.16079547645369913,16891,16891,0.7349876670050435
86,86,348.2200000000013,178,2,2,80,0,0,no_lives,0.675689,0.1332674626512139,137.30921936035156,-0.03776539794309653,0.15872938692402305,17069,17069,0.7994128329955856
87,87,149.26000000000042,74,1,1,81,0,0,no_lives,0.674283,0.12167249300919876,136.83439223830766,-0.049951521730100784,0.15432751863389402,17143,17143,0.3270637500027078
88,88,149.11000000000047,89,1,1,81,0,0,no_lives,0.6725920000000001,0.12543664190374063,136.736004690106,-0.05098966858088133,0.1593014427952552,17232,17232,0.40597525000339374
89,89,149.26000000000042,74,1,1,81,0,0,no_lives,0.6711860000000001,0.13401507253985148,137.20903479086385,-0.053536081839730604,0.1580655789254485,17306,17306,0.3217002079982194
90,90,149.15000000000046,85,1,1,81,0,0,no_lives,0.6695709999999999,0.1251602554365116,136.80512506821577,-0.05173255688346484,0.15749442174154168,17391,17391,0.36164033300156007
91,91,149.18000000000043,82,1,1,81,0,0,no_lives,0.668013,0.12115404437432384,136.2213677196968,-0.05224871119802318,0.157589518624108,17473,17473,0.351626124996983
92,92,348.1800000000013,182,2,2,80,0,0,no_lives,0.664555,0.12563661098797488,136.10320671836098,-0.05155675432855547,0.15736378152128105,17655,17655,0.7830472919958993
93,93,148.99000000000055,101,1,1,81,0,0,no_lives,0.662636,0.12933819883014305,136.89603280549002,-0.04936294508452463,0.16218128520073277,17756,17756,0.4534514160040999
94,94,149.14000000000047,86,1,1,81,0,0,no_lives,0.6610020000000001,0.12272318863028357,136.5941283647404,-0.052027510368091945,0.16263872514977012,17842,17842,0.3703358330021729
95,95,149.2800000000004,72,1,1,81,0,0,no_lives,0.659634,0.12321970735987027,135.37792778015137,-0.053950609975597925,0.1565662862526046,17914,17914,0.3101412079995498
96,96,149.14000000000047,86,1,1,81,0,0,no_lives,0.658,0.13166614803810453,136.67190454172533,-0.054939645873166104,0.16345447275874225,18000,18000,0.3719629579936736
97,97,149.0900000000005,91,1,1,81,0,0,no_lives,0.656271,0.11524404990640315,136.65626081529555,-0.058861326917514695,0.1660236894756883,18091,18091,0.395940291993611
98,98,149.0800000000005,92,1,1,81,0,0,no_lives,0.654523,0.11850186744603612,136.95824963113537,-0.05739642853048914,0.16541147207760293,18183,18183,0.4099366669979645
99,99,348.33000000000123,167,2,2,80,0,0,no_lives,0.6513500000000001,0.1216139908877207,137.7199755457347,-0.05490325745139383,0.16825164283464056,18350,18350,0.7372217910015024
100,100,149.0800000000005,92,1,1,81,0,0,no_lives,0.649602,0.12389415454969782,137.06413094893745,-0.05736743799997899,0.17233507999259493,18442,18442,0.5680161249983939
101,101,148.97000000000057,103,1,1,81,0,0,no_lives,0.647645,0.13427025833488127,134.5672985188012,-0.06025748264758839,0.1688653852031069,18545,18545,0.7258679590013344
102,102,1144.7700000000045,523,6,6,76,0,0,no_lives,0.637708,0.13010946524740832,135.48408835066436,-0.06022891712091849,0.17988280275298807,19068,19068,2.543609957996523
103,103,348.93000000000063,107,2,2,80,0,0,no_lives,0.635675,0.12758070742276229,136.28954436400227,-0.042873422693361626,0.20544264270601986,19175,19175,0.495886958000483
104,104,149.10000000000048,90,1,1,81,0,0,no_lives,0.6339650000000001,0.1377766374188165,134.32070710923938,-0.04467992283106367,0.20747053399682044,19265,19265,0.4455401660015923
105,105,149.2900000000004,71,1,1,81,0,0,no_lives,0.6326160000000001,0.13970071662374786,134.83776876960002,-0.04256302945178107,0.21856765323121782,19336,19336,0.3395020829993882
106,106,148.8600000000006,114,1,1,81,0,0,no_lives,0.63045,0.14868786485391883,135.44089193511428,-0.047247425766902766,0.21816686841479518,19450,19450,0.49785179200262064
107,107,149.20000000000044,80,1,1,81,0,0,no_lives,0.62893,0.12668649655533953,136.81667032241822,-0.04161517255415674,0.2141876695677638,19530,19530,0.37593808399833506
108,108,149.0800000000005,92,1,1,81,0,0,no_lives,0.627182,0.13197463057408837,135.4405281232751,-0.04836464516562916,0.21639217533495114,19622,19622,0.45515854200493777
109,109,348.50000000000114,150,2,2,80,0,0,no_lives,0.624332,0.13690642001728218,136.35763020833335,-0.04795995238722147,0.21259812116622925,19772,19772,0.7570312500029104
110,110,149.01000000000053,99,1,1,81,0,0,no_lives,0.6224510000000001,0.12529345991259272,135.83438287600123,-0.04219038325192576,0.2134735697146618,19871,19871,0.45959824999590637
111,111,148.97000000000057,103,1,1,81,0,0,no_lives,0.620494,0.1273008200059672,136.69148913633475,-0.045272245150380454,0.2108883266020747,19974,19974,0.48102358400501544
112,112,148.53000000000074,147,1,1,81,0,0,no_lives,0.6177010000000001,0.12471508015530045,135.33209015722989,-0.04048020794407978,0.229887040395315,20121,20121,0.6971601670011296
113,113,348.22000000000094,178,2,2,80,0,0,no_lives,0.6143190000000001,0.12231767886014802,135.83642192369098,-0.04195343685095078,0.23283580372507653,20299,20299,0.9061479579977458
114,114,546.9600000000024,304,3,3,79,0,0,no_lives,0.6085430000000001,0.12830760275736744,135.7643777445743,-0.03826622347591374,0.2339139620920545,20603,20603,1.5099789590021828
115,115,149.11000000000047,89,1,1,81,0,0,no_lives,0.6068520000000001,0.11841272054177322,135.08556280243263,-0.036528689247022024,0.23176688826485967,20692,20692,0.39240629200503463
116,116,149.14000000000047,86,1,1,81,0,0,no_lives,0.605218,0.12824968835555536,135.40904058412065,-0.04145044309011292,0.2332706179383189,20778,20778,0.37672595900221495
117,117,148.96000000000058,104,1,1,81,0,0,no_lives,0.6032420000000001,0.14688176072489184,135.5855326285729,-0.041764302870993,0.2345454806032089,20882,20882,0.4614332920027664
118,118,149.11000000000047,89,1,1,81,0,0,no_lives,0.601551,0.12235004224898188,135.2409761407402,-0.0427592741547864,0.2365879031379571,20971,20971,0.39689554199867416
119,119,149.05000000000052,95,1,1,81,0,0,no_lives,0.5997460000000001,0.13067699192385923,133.53392791748047,-0.03430983229589305,0.25528247089762435,21066,21066,0.4297158750050585
120,120,148.94000000000057,106,1,1,81,0,0,no_lives,0.597732,0.14227605621629166,134.37922920371003,-0.03308164101985793,0.2582546149222356,21172,21172,0.4820977080016746
121,121,149.16000000000045,84,1,1,81,0,0,no_lives,0.596136,0.13722834888003058,135.7067945571173,-0.020030287613432545,0.276672825217247,21256,21256,0.3695635839976603
122,122,148.98000000000056,102,1,1,81,0,0,no_lives,0.594198,0.12023872288637887,134.5530573527018,-0.02551769007193655,0.27023330097104986,21358,21358,0.449238332999812
123,123,148.99000000000055,101,1,1,81,0,0,no_lives,0.592279,0.13112701437814106,134.8417432426226,-0.02702388404735991,0.2707077922797439,21459,21459,0.44995416699384805
124,124,149.13000000000048,87,1,1,81,0,0,no_lives,0.590626,0.11966895743476591,133.05372602090068,-0.033204778004906024,0.26844965675096405,21546,21546,0.39506045899906894
125,125,149.05000000000052,95,1,1,81,0,0,no_lives,0.588821,0.11996176652120132,133.34479851973686,-0.02820674068367991,0.2678630629652425,21641,21641,0.4270625420031138
126,126,945.5900000000034,441,5,5,77,0,0,no_lives,0.5804420000000001,0.12633231364912828,133.96872901484,-0.01928543028836941,0.27397546165384135,22082,22082,1.9901709999976447
127,127,348.2400000000009,176,2,2,80,0,0,no_lives,0.577098,0.12610615005145187,134.39277570897883,0.01035566160573415,0.3043602677062154,22258,22258,0.7818255000020145
128,128,349.10000000000053,90,2,2,80,0,0,no_lives,0.575388,0.13455285970121622,134.70070029364692,0.008286267893466478,0.303274600704511,22348,22348,0.4188018750064657
129,129,1344.3100000000047,569,7,7,75,0,0,no_lives,0.564577,0.12965650444765214,134.53408047855424,0.005845950723189621,0.30414373096347064,22917,22917,2.628818166005658
130,130,149.02000000000052,98,1,1,81,0,0,no_lives,0.5627150000000001,0.12436139245270467,136.23073500029895,0.013171531393059663,0.3077800845613285,23015,23015,0.5052644169991254
131,131,149.23000000000042,77,1,1,81,0,0,no_lives,0.5612520000000001,0.14487904121542905,135.58862096613103,0.055652710190345234,0.33665872549081777,23092,23092,0.34847470900422195
132,132,349.01000000000056,99,2,2,80,0,0,no_lives,0.5593710000000001,0.1428664138709957,137.07685559205333,0.06438937705160692,0.3505011968540423,23191,23191,0.43682737500057556
133,133,3545.7899999999636,421,18,18,64,0,0,no_lives,0.551372,0.1304310379365145,135.34635028250145,0.06274820319656518,0.35439126834167156,23612,23612,2.0086893340048846
134,134,348.14000000000135,186,2,2,80,0,0,no_lives,0.547838,0.1466008460559752,137.15121189240486,0.061530228780142235,0.3574648060465372,23798,23798,0.9952707920019748
135,135,547.560000000002,244,3,3,79,0,0,no_lives,0.543202,0.13804327993897997,136.83327352805216,0.06157683855763323,0.35644874282059125,24042,24042,1.217013917004806
136,136,148.2300000000009,177,1,1,81,0,0,no_lives,0.5398390000000001,0.13920241592472976,137.3131936714474,0.05096332780086326,0.3832232154021829,24219,24219,0.8001461250023567
137,137,348.9800000000006,102,2,2,80,0,0,no_lives,0.537901,0.1330290729472158,137.4791006200454,0.06238094064368246,0.3850802732448952,24321,24321,0.6806793750001816
138,138,747.7800000000018,222,4,4,78,0,0,no_lives,0.533683,0.14129423689902634,136.00126809472437,0.04213495286821525,0.3883745854233836,24543,24543,1.0773506250043283
139,139,149.13000000000048,87,1,1,81,0,0,no_lives,0.53203,0.13934626613326115,137.10647618085488,0.04504213976137201,0.38373595373383884,24630,24630,0.407421042000351
140,140,349.1300000000005,87,2,2,80,0,0,no_lives,0.5303770000000001,0.13600870443979043,136.45227182322535,0.04568889283979226,0.38535569591083746,24717,24717,0.42746925000392366
141,141,149.18000000000043,82,1,1,81,0,0,no_lives,0.528819,0.14386115346683143,137.5952007944991,0.053354719071649015,0.39398352729111186,24799,24799,0.4347829170001205
142,142,148.2700000000009,173,1,1,81,0,0,no_lives,0.525532,0.13397980287584954,136.831179624348,0.044993294198388996,0.38333912081801136,24972,24972,0.8270941250011674
143,143,149.21000000000043,79,1,1,81,0,0,no_lives,0.524031,0.14401816000242398,136.50282712525959,0.0426273287518563,0.41398263732089274,25051,25051,0.3901596249997965
144,144,148.96000000000058,104,1,1,81,0,0,no_lives,0.522055,0.13328939327038825,137.21598052978516,0.02356903682364366,0.41310697306807226,25155,25155,0.4802731669988134
145,145,149.16000000000045,84,1,1,81,0,0,no_lives,0.520459,0.14926307995448865,136.11643700372605,0.026773253548959645,0.42190000876074746,25239,25239,0.3876670829995419
146,146,149.04000000000053,96,1,1,81,0,0,no_lives,0.518635,0.13606556082959287,136.7379836241404,0.04264092992290595,0.4351875636105736,25335,25335,0.4442388750030659
147,147,149.04000000000053,96,1,1,81,0,0,no_lives,0.5168110000000001,0.1442622223694343,136.99592216809592,0.04052874493603061,0.43486210734893876,25431,25431,0.6764677500032121
148,148,548.1700000000014,183,3,3,79,0,0,no_lives,0.5133340000000001,0.13477411477882517,135.5659483612561,0.02132915993284083,0.42375356724353436,25614,25614,1.348615291994065
149,149,348.2800000000009,172,2,2,80,0,0,no_lives,0.5100660000000001,0.1488804443587744,135.917557028837,0.023395346357320643,0.42981919663590057,25786,25786,1.0721587919979356
150,150,148.56000000000074,144,1,1,81,0,0,no_lives,0.5073300000000001,0.1335882020260518,136.75553454293146,0.02577865297846276,0.4297515923778216,25930,25930,0.8319185419968562
151,151,149.19000000000045,81,1,1,81,0,0,no_lives,0.505791,0.1490600792300186,135.9972036856192,0.03125524689604379,0.4350955846868915,26011,26011,0.40996587500558235
152,152,149.02000000000052,98,1,1,81,0,0,no_lives,0.5039290000000001,0.13955608199407554,136.08260734713807,0.01930984449694622,0.4392966089808211,26109,26109,0.48781487499945797
153,153,149.02000000000052,98,1,1,81,0,0,no_lives,0.502067,0.14998092888189213,134.84824161140287,0.03066608941239514,0.4438560772307065,26207,26207,0.4930590410003788
154,154,149.2400000000004,76,1,1,81,0,0,no_lives,0.500623,0.1434644875530227,133.7247842487536,0.021383216909797692,0.4470122644775792,26283,26283,0.46173270900180796
155,155,747.7400000000017,226,4,4,78,0,0,no_lives,0.496329,0.15293952719250745,134.9398828354557,0.01876277848841549,0.44535994134118073,26509,26509,1.4455923749992508
156,156,348.8000000000007,120,2,2,80,0,0,no_lives,0.49404899999999996,0.1404243533499539,137.03423131306965,0.01908451626598738,0.45710170120000837,26629,26629,0.7491705409993301
157,157,149.16000000000045,84,1,1,81,0,0,no_lives,0.49245300000000003,0.1303383973427117,137.26086661929176,0.02153247792739421,0.45195890218019485,26713,26713,0.4046539999981178
158,158,149.0600000000005,94,1,1,81,0,0,no_lives,0.4906670000000001,0.15001056190243267,137.01580420960772,0.015646419791316493,0.4472375864044149,26807,26807,0.5013943749945611
159,159,348.3300000000012,167,2,2,80,0,0,no_lives,0.4874940000000001,0.13862232909632657,135.4444452616983,0.03526962627440657,0.44733854057546146,26974,26974,1.310330749998684
160,160,149.23000000000042,77,1,1,81,0,0,no_lives,0.4860310000000001,0.14813791527473308,134.6444478220754,0.01427370779799878,0.4679382640820045,27051,27051,0.6634903340018354
