episode,env_seed,return,steps,score,broken_bricks,remaining_bricks,clear,lives,terminal_reason,epsilon,loss,td_error_abs_mean,q_mean,q_max,replay_size,global_step,wall_clock_sec
482,482,149.03000000000054,97,1,1,81,0,0,no_lives,0.050000000000000044,0.17738784671060204,126.30328085987838,-0.6933891176409328,4.1876173560152345,70790,70790,0.6902550419981708
483,483,148.33000000000084,167,1,1,81,0,0,no_lives,0.050000000000000044,0.1939058732241392,125.78288328433464,-0.6975126253095215,4.256045085941246,70957,70957,1.2450068340040161
484,484,548.5000000000008,150,3,3,79,0,0,no_lives,0.050000000000000044,0.17895524860049286,126.4049653116862,-0.7214659719914198,4.747185589472453,71107,71107,1.0816258749982808
485,485,149.19000000000045,81,1,1,81,0,0,no_lives,0.050000000000000044,0.18725625462370155,125.56088351025994,-0.8262684303853247,4.3556855931694125,71188,71188,0.5952785000044969
486,486,149.16000000000045,84,1,1,81,0,0,no_lives,0.050000000000000044,0.2039328544578027,126.84180795578729,-0.7880369007276992,5.128134298892248,71272,71272,0.9030917499985662
487,487,149.16000000000045,84,1,1,81,0,0,no_lives,0.050000000000000044,0.20436963509945644,127.37933531261626,-0.7117259647264811,5.140846383003962,71356,71356,0.5875440829986474
488,488,148.2200000000009,178,1,1,81,0,0,no_lives,0.050000000000000044,0.1750974238096747,126.27383092815957,-0.7571802243663605,4.77298062437036,71534,71534,1.3124214169947663
489,489,149.26000000000042,74,1,1,81,0,0,no_lives,0.050000000000000044,0.19255010939731793,126.97855439057221,-0.7973871847765671,4.602023121472952,71608,71608,0.5450357919980888
490,490,348.9600000000006,104,2,2,80,0,0,no_lives,0.050000000000000044,0.16595237085130066,125.22343584207388,-0.7980611590095438,5.093852600226035,71712,71712,0.8004527920056717
491,491,149.18000000000043,82,1,1,81,0,0,no_lives,0.050000000000000044,0.1987534267032837,127.2028523887076,-0.7254082299541773,4.939749581057851,71794,71794,0.6049371250046534
492,492,149.26000000000042,74,1,1,81,0,0,no_lives,0.050000000000000044,0.1768178636761936,126.58482989749393,-0.8297961714702684,4.758410775983656,71868,71868,0.5422688329999801
493,493,149.10000000000048,90,1,1,81,0,0,no_lives,0.050000000000000044,0.17870392479623357,126.64301528930665,-0.820054769792801,4.810643821292453,71958,71958,0.6641722090062103
494,494,149.10000000000048,90,1,1,81,0,0,no_lives,0.050000000000000044,0.18334229714754555,124.21222237481011,-1.0714001902275616,4.759112678633796,72048,72048,0.6621690419997321
495,495,149.26000000000042,74,1,1,81,0,0,no_lives,0.050000000000000044,0.17826331248255195,125.45905912244642,-1.083632580130487,5.198076515584378,72122,72122,0.5466597089980496
496,496,148.97000000000057,103,1,1,81,0,0,no_lives,0.050000000000000044,0.19297469297008027,125.51365528291869,-1.1004000710847888,4.9958642339243475,72225,72225,0.7644920410020859
497,497,349.1500000000005,85,2,2,80,0,0,no_lives,0.050000000000000044,0.1576553648118587,124.4994161269244,-1.1711055094704907,5.081869044023402,72310,72310,0.6332871659978991
498,498,149.16000000000045,84,1,1,81,0,0,no_lives,0.050000000000000044,0.1909768031023088,124.87256331670852,-1.1491509675979614,4.8555345592044645,72394,72394,0.6285208749977755
499,499,149.01000000000053,99,1,1,81,0,0,no_lives,0.050000000000000044,0.20556203885511917,125.95423696498678,-1.0729823766483202,5.4089285628964205,72493,72493,0.7451729579988751
500,500,149.2800000000004,72,1,1,81,0,0,no_lives,0.050000000000000044,0.17769393191621122,122.00830968221028,-1.235989811933703,5.160134885046217,72565,72565,0.5505972909959382
501,501,149.01000000000053,99,1,1,81,0,0,no_lives,0.050000000000000044,0.18118610472954583,124.05311692363084,-1.160077331644116,5.138942248893507,72664,72664,0.757928749997518
502,502,348.91000000000065,109,2,2,80,0,0,no_lives,0.050000000000000044,0.18604227047789534,125.26357136297663,-1.0764630625554181,5.302846969814476,72773,72773,0.8213387499999953
503,503,149.0600000000005,94,1,1,81,0,0,no_lives,0.050000000000000044,0.16558908104420977,125.76920870517162,-1.0782227761290493,5.141062102419265,72867,72867,0.7006315830003587
504,504,547.010000000002,299,3,3,79,0,0,no_lives,0.050000000000000044,0.16432540413976512,125.53706535926231,-1.105039222184631,5.197740045279564,73166,73166,2.3054976250059553
505,505,349.0800000000005,92,2,2,80,0,0,no_lives,0.050000000000000044,0.1755460872132655,126.85475515282673,-1.1083132857861726,5.085001608599788,73258,73258,0.6568433339998592
506,506,348.9800000000006,102,2,2,80,0,0,no_lives,0.050000000000000044,0.18990375154523872,127.2368346569585,-1.216632325640496,5.460568802029479,73360,73360,0.751446374997613
507,507,149.03000000000054,97,1,1,81,0,0,no_lives,0.050000000000000044,0.17823767510348373,127.52468911397088,-1.1594177374673873,4.967093158014042,73457,73457,0.7532961250035441
508,508,148.99000000000055,101,1,1,81,0,0,no_lives,0.050000000000000044,0.18531500319443125,126.85702333355894,-1.0974022997819846,5.326889734457035,73558,73558,0.9037033330023405
509,509,149.20000000000044,80,1,1,81,0,0,no_lives,0.050000000000000044,0.17513218382373452,127.31324996948243,-1.1086519076488912,4.92594830095768,73638,73638,0.7262993339973036
510,510,149.21000000000043,79,1,1,81,0,0,no_lives,0.050000000000000044,0.1824875880339289,127.33725410171702,-1.1021049814888193,5.431163993062852,73717,73717,0.5865010839988827
511,511,148.99000000000055,101,1,1,81,0,0,no_lives,0.050000000000000044,0.18415981145704738,126.03766737834061,-1.1052354615882483,5.12205171349025,73818,73818,0.7508723339997232
512,512,149.15000000000046,85,1,1,81,0,0,no_lives,0.050000000000000044,0.20263274610042573,126.4592695348403,-1.182994671297424,5.361423851461971,73903,73903,0.6482395420025568
513,513,149.0600000000005,94,1,1,81,0,0,no_lives,0.050000000000000044,0.1876278223985053,126.3850952310765,-1.1382576127021395,4.850783142637699,73997,73997,0.7170590000023367
514,514,149.16000000000045,84,1,1,81,0,0,no_lives,0.050000000000000044,0.16612213757997824,124.4073733375186,-0.99840503168248,5.277746467363267,74081,74081,0.6243759159988258
515,515,349.01000000000056,99,2,2,80,0,0,no_lives,0.050000000000000044,0.18619509925595437,126.05547217166784,-1.032465727642329,5.400749594274194,74180,74180,0.7379861660010647
516,516,348.4300000000008,157,2,2,80,0,0,no_lives,0.050000000000000044,0.18236895836296546,128.09869914449703,-0.8538093552383399,5.261402795269231,74337,74337,1.1899384159987676
517,517,149.05000000000052,95,1,1,81,0,0,no_lives,0.050000000000000044,0.18025958640010734,127.89919208727385,-0.9331893261325986,5.2927945212314,74432,74432,0.7971101250004722
518,518,149.16000000000045,84,1,1,81,0,0,no_lives,0.050000000000000044,0.17838290026633158,126.88965379624139,-1.040110323045935,5.390510173070998,74516,74516,0.6544252919993596
519,519,347.9000000000015,210,2,2,80,0,0,no_lives,0.050000000000000044,0.18418750169553927,124.00198578607468,-1.0659878924355974,5.081343068395342,74726,74726,1.6003562089972547
520,520,5731.439999999888,1856,29,29,53,0,0,no_lives,0.050000000000000044,0.18265667960039192,126.08823252135309,-0.9445111028681853,5.595772103759749,76582,76582,15.427265208003519
521,521,149.02000000000052,98,1,1,81,0,0,no_lives,0.050000000000000044,0.194080926116784,126.16804348692602,-0.9976129585078785,5.272966924978762,76680,76680,0.7349378330036416
522,522,547.4400000000018,256,3,3,79,0,0,no_lives,0.050000000000000044,0.17751670225698035,123.92884629964828,-1.074084861415031,5.570232619531453,76936,76936,2.224671167001361
523,523,148.58000000000072,142,1,1,81,0,0,no_lives,0.050000000000000044,0.189433449000435,123.05704218904737,-0.9893837166609059,5.752296629086347,77078,77078,1.0655074999958742
524,524,348.3900000000008,161,2,2,80,0,0,no_lives,0.050000000000000044,0.19077595616025583,122.92309655610079,-0.9326632530862315,5.866526870253663,77239,77239,1.36049329200614
525,525,348.1100000000014,189,2,2,80,0,0,no_lives,0.050000000000000044,0.18521764876429367,123.90184049253111,-0.9058746462158129,6.040085105038194,77428,77428,1.616870083998947
526,526,148.89000000000058,111,1,1,81,0,0,no_lives,0.050000000000000044,0.18694971763604395,124.53419075355873,-0.9050410348955575,5.638968974620372,77539,77539,0.8526249160058796
527,527,149.21000000000043,79,1,1,81,0,0,no_lives,0.050000000000000044,0.17363712248168414,125.88365105737614,-0.83055975199736,5.66059915928901,77618,77618,0.6278710420010611
528,528,148.98000000000056,102,1,1,81,0,0,no_lives,0.050000000000000044,0.18567270536304398,123.82612953934014,-0.9977685060425132,5.9368044067831605,77720,77720,0.9511557079968043
529,529,148.35000000000085,165,1,1,81,0,0,no_lives,0.050000000000000044,0.1825468984827625,126.41995100541548,-0.854112362545548,5.94631914803476,77885,77885,1.3532112920001964
530,530,149.13000000000048,87,1,1,81,0,0,no_lives,0.050000000000000044,0.19760428666640287,125.42154141130119,-0.8570803194039169,5.792698027073652,77972,77972,0.7845878329972038
531,531,149.15000000000046,85,1,1,81,0,0,no_lives,0.050000000000000044,0.1784234127139344,125.09682644114775,-0.8524382072774803,6.319459990894093,78057,78057,0.6794580420028069
532,532,148.96000000000058,104,1,1,81,0,0,no_lives,0.050000000000000044,0.20082423843156832,124.20841055649977,-0.9803860059361725,5.927618581515092,78161,78161,0.8524153749967809
533,533,149.2400000000004,76,1,1,81,0,0,no_lives,0.050000000000000044,0.18613693260244632,121.39900508679841,-1.0917517660479796,6.016454470785041,78237,78237,0.728142250001838
534,534,945.9900000000034,401,5,5,77,0,0,no_lives,0.050000000000000044,0.17527357931539156,123.31740086809953,-0.9490963576414955,6.138940675002976,78638,78638,3.305870792006317
535,535,348.0200000000014,198,2,2,80,0,0,no_lives,0.050000000000000044,0.1774342901289764,125.22436492611664,-0.8569228921151447,5.921801355150011,78836,78836,2.066390959000273
536,536,148.97000000000057,103,1,1,81,0,0,no_lives,0.050000000000000044,0.15548166894869317,122.45036323325148,-0.9509058424081762,6.229176393990378,78939,78939,0.8287897500049439
537,537,349.0900000000005,91,2,2,80,0,0,no_lives,0.050000000000000044,0.19553748629782552,123.7811521593031,-0.8568298322721742,6.413166525599721,79030,79030,0.8058976669999538
538,538,149.2900000000004,71,1,1,81,0,0,no_lives,0.050000000000000044,0.20707814407561131,124.87765986482862,-0.9375747866718702,6.255247119446875,79101,79101,0.7065153750008903
539,539,947.2300000000018,277,5,5,77,0,0,no_lives,0.050000000000000044,0.18333980138161446,124.54384034635358,-0.923799392056991,6.1342145897421165,79378,79378,2.434001041998272
540,540,149.04000000000053,96,1,1,81,0,0,no_lives,0.050000000000000044,0.19852233806159347,124.84465702374776,-0.9560732344519541,6.351876514653365,79474,79474,1.0204157089974615
541,541,149.0600000000005,94,1,1,81,0,0,no_lives,0.050000000000000044,0.1664131033392821,124.81671686375395,-0.9086231966800196,6.483481097728648,79568,79568,1.0807079169971985
542,542,149.0700000000005,93,1,1,81,0,0,no_lives,0.050000000000000044,0.15366650002217422,125.86447258405788,-0.8963694315383671,6.017004507844166,79661,79661,0.8221787920047063
543,543,349.1500000000005,85,2,2,80,0,0,no_lives,0.050000000000000044,0.1432489297024029,125.76450015797334,-0.890622136478915,6.095523458368638,79746,79746,0.7009674170039943
544,544,349.0800000000005,92,2,2,80,0,0,no_lives,0.050000000000000044,0.18999039616597735,128.3795276310133,-0.835187684825581,6.102482080459595,79838,79838,0.9441498750020401
545,545,149.13000000000048,87,1,1,81,0,0,no_lives,0.050000000000000044,0.20707395146119184,127.60810203113775,-0.7939715106896628,6.533201801365819,79925,79925,0.7039720419998048
546,546,149.0800000000005,92,1,1,81,0,0,no_lives,0.050000000000000044,0.1745566709129059,125.05939939747687,-0.8962496376859591,6.492164150528286,80017,80017,0.8797117080030148
547,547,547.0900000000021,291,3,3,79,0,0,no_lives,0.050000000000000044,0.1872113767900917,125.14057917119712,-0.8813772000231591,6.56763905348237,80308,80308,2.5186035000006086
548,548,149.0900000000005,91,1,1,81,0,0,no_lives,0.050000000000000044,0.16119537414512136,123.14124784364805,-0.9958751330172623,6.78979618208749,80399,80399,1.0898344999950496
549,549,348.39000000000084,161,2,2,80,0,0,no_lives,0.050000000000000044,0.18886193781165603,123.39350905329545,-0.9678474323395987,6.686457622125282,80560,80560,1.608743749995483
550,550,349.1000000000005,90,2,2,80,0,0,no_lives,0.050000000000000044,0.17051412207850566,122.89590038723416,-0.9650664644108878,6.4745606687333845,80650,80650,1.717141166998772
551,551,148.92000000000058,108,1,1,81,0,0,no_lives,0.050000000000000044,0.1919817164954212,121.74496707209835,-1.0458516173444137,6.074018471770817,80758,80758,1.4790071250026813
552,552,148.31000000000085,169,1,1,81,0,0,no_lives,0.050000000000000044,0.1956681332677691,122.23983561498879,-0.9857220433861811,6.483110763617521,80927,80927,1.6914309159983532
553,553,149.13000000000048,87,1,1,81,0,0,no_lives,0.050000000000000044,0.19662415210543008,121.19111826228,-1.1718619389930505,6.6155117873487805,81014,81014,0.8156016249995446
554,554,148.96000000000058,104,1,1,81,0,0,no_lives,0.050000000000000044,0.18249725903241107,119.49531232393704,-1.2969356562154224,6.70787501335144,81118,81118,0.8344829170018784
555,555,148.96000000000058,104,1,1,81,0,0,no_lives,0.050000000000000044,0.16859502787701786,121.85122181819035,-1.1547534184960218,6.747402129264978,81222,81222,0.8640045000065584
556,556,149.01000000000053,99,1,1,81,0,0,no_lives,0.050000000000000044,0.2065897514535622,121.80074495257753,-1.2826426739644523,6.257801903618707,81321,81321,1.018647917000635
557,557,149.04000000000053,96,1,1,81,0,0,no_lives,0.050000000000000044,0.174775098945247,121.01581271489461,-1.2859923495949868,6.717008031904697,81417,81417,1.490914916001202
558,558,149.14000000000047,86,1,1,81,0,0,no_lives,0.050000000000000044,0.1748375981223098,122.34581100109011,-1.3411063347444978,6.310098393018856,81503,81503,0.9529612090045703
559,559,149.11000000000047,89,1,1,81,0,0,no_lives,0.050000000000000044,0.19608353771101894,122.55912240703454,-1.2336393610228984,6.643223282996188,81592,81592,0.9389527500024997
560,560,149.1100000000005,89,1,1,81,0,0,no_lives,0.050000000000000044,0.20178377859587415,121.59135882774096,-1.2347304797574374,6.443624298224289,81681,81681,1.2680358329962473
561,561,149.16000000000045,84,1,1,81,0,0,no_lives,0.050000000000000044,0.17563395385652603,121.1217595963251,-1.2317007453668685,6.415051758289337,81765,81765,0.806375542000751
562,562,149.13000000000048,87,1,1,81,0,0,no_lives,0.050000000000000044,0.16998750672557916,122.71699164379602,-1.2045759472396524,6.68885569462831,81852,81852,0.755156375002116
563,563,149.15000000000046,85,1,1,81,0,0,no_lives,0.050000000000000044,0.16885038046714138,123.13680940515854,-1.1017118206795524,5.793000692479751,81937,81937,0.8046764580067247
564,564,149.21000000000043,79,1,1,81,0,0,no_lives,0.050000000000000044,0.19708732614600205,125.31081313121167,-1.0493760888900938,6.5488742695579045,82016,82016,0.6693747499957681
565,565,349.1300000000005,87,2,2,80,0,0,no_lives,0.050000000000000044,0.18358513772830196,124.06904865133352,-1.115081547406213,6.478002405714714,82103,82103,0.8577707080039545
566,566,5339.099999999896,1090,27,27,55,0,0,no_lives,0.050000000000000044,0.19223689696913876,123.58746377787459,-1.1281727151728957,6.794740389902658,83193,83193,10.576021959001082
567,567,149.26000000000042,74,1,1,81,0,0,no_lives,0.050000000000000044,0.18794778719343044,127.10867608560098,-1.0652314361084152,7.626791812278129,83267,83267,0.7601225409962353
568,568,149.18000000000043,82,1,1,81,0,0,no_lives,0.050000000000000044,0.17254965629701208,125.16767483222776,-1.1054528002150175,6.744430100045553,83349,83349,0.9923033749946626
569,569,148.99000000000055,101,1,1,81,0,0,no_lives,0.050000000000000044,0.20278613942463208,125.50343927062384,-1.0654566183105332,6.701803778657819,83450,83450,1.1653879590012366
570,570,148.98000000000056,102,1,1,81,0,0,no_lives,0.050000000000000044,0.1985789612939983,124.98483964508655,-1.0835414258580582,7.3176364805184155,83552,83552,0.8844007079969742
571,571,149.10000000000048,90,1,1,81,0,0,no_lives,0.050000000000000044,0.16560692745778297,123.90951165093315,-1.1830698234339556,6.667156269815233,83642,83642,1.7960401249947608
572,572,149.16000000000045,84,1,1,81,0,0,no_lives,0.050000000000000044,0.17956957511515134,122.62183380126953,-1.2306921927790557,6.5677143675940375,83726,83726,1.100535999998101
573,573,149.15000000000046,85,1,1,81,0,0,no_lives,0.050000000000000044,0.18312930791255305,121.91018730612362,-1.249799618826193,6.554071131874533,83811,83811,0.6604296669975156
574,574,149.2800000000004,72,1,1,81,0,0,no_lives,0.050000000000000044,0.18542928987234417,122.6487627029419,-1.2069672196068697,6.767112089527978,83883,83883,0.5536189580016071
575,575,348.3500000000008,165,2,2,80,0,0,no_lives,0.050000000000000044,0.18008902842235386,123.52390155214252,-1.1778424497975997,6.721103221719916,84048,84048,2.230590624996694
576,576,149.14000000000047,86,1,1,81,0,0,no_lives,0.050000000000000044,0.20155152778119542,124.13056830472725,-1.164327458500169,6.747094559115033,84134,84134,0.9402487500046846
577,577,149.1100000000005,89,1,1,81,0,0,no_lives,0.050000000000000044,0.21657729303736364,123.75833069876339,-1.1664060019322913,6.906618798716685,84223,84223,0.7608925000022282
578,578,348.9400000000006,106,2,2,80,0,0,no_lives,0.050000000000000044,0.19117715801903098,122.56459282929043,-1.3195536505641803,6.937291941552792,84329,84329,0.9707053329984774
579,579,149.18000000000043,82,1,1,81,0,0,no_lives,0.050000000000000044,0.19830893443488493,122.22746444329982,-1.3266469470974875,6.482478577916215,84411,84411,0.6460497079970082
580,580,148.29000000000087,171,1,1,81,0,0,no_lives,0.050000000000000044,0.17976697171597103,121.49163100036264,-1.357900448568296,7.003982910635876,84582,84582,1.5794670000032056
581,581,348.23000000000127,177,2,2,80,0,0,no_lives,0.050000000000000044,0.1972287615687497,123.38618727861825,-1.2047311126170313,6.867419285962811,84759,84759,1.5064389999970444
582,582,149.00000000000054,100,1,1,81,0,0,no_lives,0.050000000000000044,0.17339402433484793,122.95303482055664,-1.278828139528632,7.636517250537873,84859,84859,1.1292518749978626
583,583,348.30000000000086,170,2,2,80,0,0,no_lives,0.050000000000000044,0.18171939906280707,122.18262948428884,-1.284887142380809,7.043690594504861,85029,85029,1.7443902910017641
584,584,747.2600000000022,274,4,4,78,0,0,no_lives,0.050000000000000044,0.18799225487032512,124.61962709635714,-1.1625904198056154,6.879705606585872,85303,85303,2.278482499998063
585,585,549.1000000000005,90,3,3,79,0,0,no_lives,0.050000000000000044,0.1704922650061134,123.51110848320855,-1.293345829513338,6.699605385462443,85393,85393,0.6481981660035672
586,586,149.0900000000005,91,1,1,81,0,0,no_lives,0.050000000000000044,0.1841483343146987,123.65945602249313,-1.3518200461026078,7.000654346340305,85484,85484,0.6938905409988365
587,587,547.9100000000014,209,3,3,79,0,0,no_lives,0.050000000000000044,0.17978787535587637,123.6622340006121,-1.2722785511281358,6.9666152707697675,85693,85693,1.786768874997506
588,588,149.0800000000005,92,1,1,81,0,0,no_lives,0.050000000000000044,0.1853638196606999,124.28991044085959,-1.2545229226512753,7.331103164216747,85785,85785,0.7675652920006542
589,589,1542.7100000000062,729,8,8,74,0,0,no_lives,0.050000000000000044,0.19330926497424702,124.39113424377022,-1.2745041288898564,6.71627249279467,86514,86514,5.429213749994233
590,590,149.04000000000053,96,1,1,81,0,0,no_lives,0.050000000000000044,0.19128183511202224,123.55065329869588,-1.3198326419030006,6.471391295393308,86610,86610,0.7427666660005343
591,591,348.9600000000006,104,2,2,80,0,0,no_lives,0.050000000000000044,0.20328421225377286,121.5381326675415,-1.4457082487642765,6.272399900051264,86714,86714,0.7957892080012243
592,592,348.1800000000009,182,2,2,80,0,0,no_lives,0.050000000000000044,0.18950312601013497,122.34948361574949,-1.3804750156353462,6.468142729539138,86896,86896,1.6285074580009677
593,593,149.18000000000043,82,1,1,81,0,0,no_lives,0.050000000000000044,0.17998485551102134,124.7636690837581,-1.3822586732666666,6.814430306597454,86978,86978,0.663778917005402
594,594,149.0800000000005,92,1,1,81,0,0,no_lives,0.050000000000000044,0.19006648214290972,125.62326373224673,-1.1766186415966924,6.724737955176312,87070,87070,0.6876279589996557
595,595,149.2900000000004,71,1,1,81,0,0,no_lives,0.050000000000000044,0.2002877607731752,123.71530935797892,-1.3995004106365458,6.631139526904469,87141,87141,0.5434807090059621
596,596,149.18000000000046,82,1,1,81,0,0,no_lives,0.050000000000000044,0.1782203826928375,122.83623718633885,-1.3584086409792668,6.917604934878465,87223,87223,0.612711333000334
597,597,149.10000000000048,90,1,1,81,0,0,no_lives,0.050000000000000044,0.19499824328555002,122.33260481092665,-1.3954144104487367,6.7569562329186335,87313,87313,0.6558865839979262
598,598,149.0800000000005,92,1,1,81,0,0,no_lives,0.050000000000000044,0.17012143495452145,124.01745879131815,-1.2626041771601075,6.857547474944073,87405,87405,0.6504283750036848
599,599,149.14000000000047,86,1,1,81,0,0,no_lives,0.050000000000000044,0.1853245045924776,124.9002115116563,-1.2517085382065107,6.868755806324094,87491,87491,0.6503833750030026
600,600,148.96000000000058,104,1,1,81,0,0,no_lives,0.050000000000000044,0.17009198575173146,124.61942445314847,-1.3465473441263804,6.8018319469231825,87595,87595,0.8590695829989272
601,601,148.94000000000057,106,1,1,81,0,0,no_lives,0.050000000000000044,0.19451283371814018,124.56418112988742,-1.286348297044345,6.943214537962428,87701,87701,0.7904983329935931
602,602,149.16000000000045,84,1,1,81,0,0,no_lives,0.050000000000000044,0.16590403501565257,124.34786950974237,-1.3342084344698204,6.842118144035339,87785,87785,0.6242654169982416
603,603,149.04000000000053,96,1,1,81,0,0,no_lives,0.050000000000000044,0.18766401947747605,124.92021346092224,-1.324120151810348,6.79368778069814,87881,87881,0.6986388750010519
604,604,148.96000000000058,104,1,1,81,0,0,no_lives,0.050000000000000044,0.2033585814329294,124.72063504732571,-1.2814617515183413,6.623322459367605,87985,87985,0.7781870000035269
605,605,745.7600000000033,424,4,4,78,0,0,no_lives,0.050000000000000044,0.18562183953944664,122.28657853828287,-1.416551932024787,6.840295404758093,88409,88409,3.2669175839982927
606,606,149.13000000000048,87,1,1,81,0,0,no_lives,0.050000000000000044,0.1901924050648579,123.5740088101091,-1.35661434776139,7.043522916991135,88496,88496,0.6913596669983235
607,607,149.23000000000042,77,1,1,81,0,0,no_lives,0.050000000000000044,0.1883356348042945,122.63560020149528,-1.444058116186749,7.075682144660454,88573,88573,0.701478541996039
608,608,149.26000000000042,74,1,1,81,0,0,no_lives,0.050000000000000044,0.22260337421116796,124.27424394762194,-1.3157515344587531,7.731644881738199,88647,88647,0.5479011249990435
609,609,149.01000000000053,99,1,1,81,0,0,no_lives,0.050000000000000044,0.17727987189786604,123.77590125498145,-1.418887927356844,6.505695535679056,88746,88746,0.7510328749995097
610,610,148.99000000000055,101,1,1,81,0,0,no_lives,0.050000000000000044,0.1704321513597918,122.91907697620958,-1.412467623738074,6.788431601949258,88847,88847,0.9739938329948927
611,611,149.16000000000045,84,1,1,81,0,0,no_lives,0.050000000000000044,0.1752495299470389,122.6795407249814,-1.4347608028523002,6.844478260903132,88931,88931,0.609500874998048
612,612,149.01000000000053,99,1,1,81,0,0,no_lives,0.050000000000000044,0.17902007135515563,123.11755024303089,-1.5207886719944501,6.6370114605836195,89030,89030,0.7607809580003959
613,613,149.13000000000048,87,1,1,81,0,0,no_lives,0.050000000000000044,0.1671345489763323,122.04687263225686,-1.731661510193485,7.043383285917085,89117,89117,0.7020114999977523
614,614,348.20000000000095,180,2,2,80,0,0,no_lives,0.050000000000000044,0.17869332902159335,123.39087969462076,-1.704241583413548,6.80272323290507,89297,89297,1.6052877090041875
615,615,348.20000000000124,180,2,2,80,0,0,no_lives,0.050000000000000044,0.17275586142722105,123.6030933380127,-1.7578088599774573,7.022917879952325,89477,89477,1.3818594580006902
616,616,149.18000000000043,82,1,1,81,0,0,no_lives,0.050000000000000044,0.20191590181302008,124.55748497567525,-1.628391863959955,6.81714363795955,89559,89559,0.7286288750037784
617,617,148.32000000000085,168,1,1,81,0,0,no_lives,0.050000000000000044,0.17844948741341277,122.19462826138451,-1.7222934964866865,6.864336104620071,89727,89727,1.5728118750048452
618,618,149.2400000000004,76,1,1,81,0,0,no_lives,0.050000000000000044,0.1677237372771886,122.9287338256836,-1.6328293924268924,6.511398905201962,89803,89803,0.6037839580021682
619,619,348.9400000000006,106,2,2,80,0,0,no_lives,0.050000000000000044,0.19472235829551826,121.71512272672832,-1.6899718321543538,7.001673981828509,89909,89909,0.9271818330016686
620,620,1741.2400000000075,876,9,9,73,0,0,no_lives,0.050000000000000044,0.18341271838781395,120.64619796787767,-1.6585084270413744,7.03302823571854,90785,90785,8.838207958004205
621,621,347.7300000000018,227,2,2,80,0,0,no_lives,0.050000000000000044,0.19367236689159786,124.96218505724936,-1.4798933042568208,7.126863830415163,91012,91012,1.9741805830053636
622,622,148.96000000000058,104,1,1,81,0,0,no_lives,0.050000000000000044,0.166228591133124,122.94485979813795,-1.5940802183288794,6.784205322082226,91116,91116,0.8467409590011812
623,623,148.58000000000072,142,1,1,81,0,0,no_lives,0.050000000000000044,0.18674504177802256,123.96430969238281,-1.560134550110555,6.923896997747287,91258,91258,1.2132279169964022
624,624,148.2700000000009,173,1,1,81,0,0,no_lives,0.050000000000000044,0.17977379416411668,122.56320410932419,-1.5395701663041046,6.855422766911501,91431,91431,1.3867730830024811
625,625,149.13000000000048,87,1,1,81,0,0,no_lives,0.050000000000000044,0.20189601020223794,124.54503859596691,-1.5474928614051862,6.819586792211423,91518,91518,0.7077952079998795
626,626,149.19000000000042,81,1,1,81,0,0,no_lives,0.050000000000000044,0.1855673885869759,125.45221295768832,-1.6289369340836541,6.960892977537932,91599,91599,0.680644875006692
627,627,149.0600000000005,94,1,1,81,0,0,no_lives,0.050000000000000044,0.19940575553064652,123.64698328870408,-1.608045569284165,7.000276022769035,91693,91693,1.1224155840027379
628,628,1147.7600000000016,224,6,6,76,0,0,no_lives,0.050000000000000044,0.18227079111966304,122.87224984169006,-1.6523903801571578,6.720160001090595,91917,91917,2.3412519999983488
629,629,148.94000000000057,106,1,1,81,0,0,no_lives,0.050000000000000044,0.1801771070491874,120.20109522117758,-1.7514275363031424,6.976865862900356,92023,92023,1.0322467080040951
630,630,149.1100000000005,89,1,1,81,0,0,no_lives,0.050000000000000044,0.1995350198004018,122.52942786056005,-1.4596613859862424,6.801483486475569,92112,92112,1.1430239160035853
631,631,148.94000000000057,106,1,1,81,0,0,no_lives,0.050000000000000044,0.15946385494591492,121.8451328637465,-1.5385822667828146,6.701967450807679,92218,92218,1.1985876670005382
632,632,348.3900000000008,161,2,2,80,0,0,no_lives,0.050000000000000044,0.17505017678421106,120.20528890479426,-1.7326903311269624,6.725007720615553,92379,92379,1.522399082998163
633,633,348.4800000000008,152,2,2,80,0,0,no_lives,0.050000000000000044,0.17846537728818426,121.50749552877326,-1.5226846018708067,6.703933599748109,92531,92531,1.3709449999951175
634,634,6527.899999999589,2210,33,33,49,0,0,no_lives,0.050000000000000044,0.18626472315681483,121.1419095414796,-1.376468927506917,6.85780611922838,94741,94741,20.86352695900132
635,635,149.01000000000053,99,1,1,81,0,0,no_lives,0.050000000000000044,0.21579821998573312,120.97993446118903,-1.2936020302351074,6.727722442511356,94840,94840,0.7694485829997575
636,636,149.01000000000053,99,1,1,81,0,0,no_lives,0.050000000000000044,0.1837959825014225,119.81751613424282,-1.323820486827048,7.214652230041196,94939,94939,0.7931571669978439
637,637,149.04000000000053,96,1,1,81,0,0,no_lives,0.050000000000000044,0.18117141906016818,121.91803582509358,-1.1680101035550858,7.120393181840579,95035,95035,0.8568391250009881
638,638,349.04000000000053,96,2,2,80,0,0,no_lives,0.050000000000000044,0.18228860714589246,120.42814938227336,-1.3068133528722683,7.375362768769264,95131,95131,0.781646916999307
639,639,149.0900000000005,91,1,1,81,0,0,no_lives,0.050000000000000044,0.20056878873607614,121.95939611078619,-1.232054370363335,7.631547073741536,95222,95222,0.7936176669973065
