episode,env_seed,agent,return,steps,score,broken_bricks,remaining_bricks,clear,lives,terminal_reason,blocks_per_100_steps,wall_clock_sec
7,7,FollowBall,16311.64999999823,8835,82,82,0,1,1,cleared,0.9281267685342388,0.4568185940152034
8,8,FollowBall,16319.629999998408,8037,82,82,0,1,1,cleared,1.020281199452532,0.4447837040061131
9,9,FollowBall,16284.449999997672,11555,82,82,0,1,1,cleared,0.7096495023799221,0.602403680968564
10,10,FollowBall,16305.999999998134,9400,82,82,0,1,1,cleared,0.8723404255319148,0.488539997022599
11,11,FollowBall,16325.359999998558,7464,82,82,0,1,1,cleared,1.0986066452304395,0.3959787999629043
12,12,FollowBall,16357.929999999236,4207,82,82,0,1,1,cleared,1.9491323983836462,0.2568401360185817
13,13,FollowBall,16049.999999996877,15000,81,81,1,0,1,max_steps,0.54,0.7608862349879928
14,14,FollowBall,16252.419999996904,14758,82,82,0,1,1,cleared,0.5556308442878439,0.7441139870206825
15,15,FollowBall,16278.079999997602,12192,82,82,0,1,1,cleared,0.6725721784776902,0.6138488320284523
16,16,FollowBall,16298.859999998094,10114,82,82,0,1,1,cleared,0.8107573660272889,0.5599188319756649
17,17,FollowBall,16309.729999998202,9027,82,82,0,1,1,cleared,0.9083859532513571,0.4843662250204943
18,18,FollowBall,16332.949999998711,6705,82,82,0,1,1,cleared,1.2229679343773303,0.378141894005239
19,19,FollowBall,16303.509999998068,9649,82,82,0,1,1,cleared,0.8498289978236087,0.49999394395854324
20,20,FollowBall,16300.689999997967,9931,82,82,0,1,1,cleared,0.825697311448998,0.5456325589912012
21,21,FollowBall,16345.249999998923,5475,82,82,0,1,1,cleared,1.4977168949771689,0.3053714469424449
22,22,FollowBall,16330.289999998724,6971,82,82,0,1,1,cleared,1.1763018218333094,0.3795197780127637
23,23,FollowBall,16049.999999996884,15000,81,81,1,0,1,max_steps,0.54,0.7372461499762721
24,24,FollowBall,16287.62999999767,11237,82,82,0,1,1,cleared,0.7297321349114533,0.5206573710311204
25,25,FollowBall,16262.859999997347,13714,82,82,0,1,1,cleared,0.5979291235234068,0.7228390499949455
26,26,FollowBall,16303.499999998172,9650,82,82,0,1,1,cleared,0.8497409326424871,0.5788379239966162
27,27,FollowBall,16305.419999998085,9458,82,82,0,1,1,cleared,0.8669909071685346,0.4712634109891951
28,28,FollowBall,16314.599999998305,8540,82,82,0,1,1,cleared,0.9601873536299765,0.4439203420188278
29,29,FollowBall,16295.14999999791,10485,82,82,0,1,1,cleared,0.7820696232713401,0.5496910710353404
30,30,FollowBall,16310.48999999825,8951,82,82,0,1,1,cleared,0.9160987599150933,0.47068460402078927
31,31,FollowBall,16301.979999998137,9802,82,82,0,1,1,cleared,0.8365639665374413,0.5239212429733016
32,32,FollowBall,16278.899999997551,12110,82,82,0,1,1,cleared,0.6771263418662262,0.6111476910300553
33,33,FollowBall,16274.29999999756,12570,82,82,0,1,1,cleared,0.6523468575974543,0.6337511080200784
34,34,FollowBall,16259.009999997146,14099,82,82,0,1,1,cleared,0.5816015320235478,0.6685691300081089
35,35,FollowBall,16261.989999997155,13801,82,82,0,1,1,cleared,0.5941598434896023,0.7024316799943335
36,36,FollowBall,16049.999999996875,15000,81,81,1,0,1,max_steps,0.54,0.7318022630061023
37,37,FollowBall,16284.699999997663,11530,82,82,0,1,1,cleared,0.7111882046834346,0.6067529350402765
38,38,FollowBall,16291.879999997811,10812,82,82,0,1,1,cleared,0.7584165741768406,0.555759513983503
39,39,FollowBall,15849.99999999694,15000,80,80,2,0,1,max_steps,0.5333333333333333,0.7128457180224359
40,40,FollowBall,16294.129999997773,10587,82,82,0,1,1,cleared,0.7745348068385757,0.49994559900369495
41,41,FollowBall,16280.60999999753,11939,82,82,0,1,1,cleared,0.6868246921852752,0.580619584012311
42,42,FollowBall,16304.999999998094,9500,82,82,0,1,1,cleared,0.8631578947368421,0.5398724069818854
43,43,FollowBall,16288.989999997779,11101,82,82,0,1,1,cleared,0.738672191694442,0.5713565350160934
44,44,FollowBall,16303.149999997991,9685,82,82,0,1,1,cleared,0.846670108415075,0.504529959987849
45,45,FollowBall,16304.509999998094,9549,82,82,0,1,1,cleared,0.8587286626871924,0.5319557539769448
46,46,FollowBall,16259.449999997169,14055,82,82,0,1,1,cleared,0.583422269654927,0.6706530169467442
47,47,FollowBall,16312.939999998314,8706,82,82,0,1,1,cleared,0.9418791637950839,0.4701949630398303
48,48,FollowBall,16318.83999999833,8116,82,82,0,1,1,cleared,1.0103499260719566,0.41139828303130344
49,49,FollowBall,16295.599999997934,10440,82,82,0,1,1,cleared,0.7854406130268199,0.5412963170092553
0,0,DQN,347.3100000000021,269,2,2,80,0,0,no_lives,0.7434944237918215,0.5846359470160678
1,1,DQN,945.360000000004,464,5,5,77,0,0,no_lives,1.0775862068965518,0.6948141540051438
2,2,DQN,149.04000000000053,96,1,1,81,0,0,no_lives,1.0416666666666665,0.14820402796613052
3,3,DQN,348.2700000000009,173,2,2,80,0,0,no_lives,1.1560693641618496,0.265622440027073
4,4,DQN,947.6900000000018,231,5,5,77,0,0,no_lives,2.1645021645021645,0.3483045300235972
5,5,DQN,2343.029999999969,697,12,12,70,0,0,no_lives,1.721664275466284,1.0105868809623644
6,6,DQN,9122.569999999558,2743,46,46,36,0,0,no_lives,1.6769959897921984,3.388344490027521
7,7,DQN,6130.499999999783,1950,31,31,51,0,0,no_lives,1.5897435897435899,2.65774935396621
8,8,DQN,11927.559999999656,2244,60,60,22,0,0,no_lives,2.6737967914438503,2.612184363999404
9,9,DQN,347.71000000000174,229,2,2,80,0,0,no_lives,0.8733624454148471,0.3467401840025559
10,10,DQN,746.0500000000031,395,4,4,78,0,0,no_lives,1.0126582278481013,0.585608406981919
11,11,DQN,347.2100000000019,279,2,2,80,0,0,no_lives,0.7168458781362007,0.4210473829880357
12,12,DQN,547.2900000000021,271,3,3,79,0,0,no_lives,1.107011070110701,0.4082682359730825
13,13,DQN,2343.0999999999704,690,12,12,70,0,0,no_lives,1.7391304347826086,0.9907263430068269
14,14,DQN,11126.429999999673,2357,56,56,26,0,0,no_lives,2.375901569792109,2.9881712780334055
15,15,DQN,945.8800000000034,412,5,5,77,0,0,no_lives,1.2135922330097086,0.6194355889456347
16,16,DQN,1544.5600000000047,544,8,8,74,0,0,no_lives,1.4705882352941175,0.800049229990691
17,17,DQN,945.8400000000034,416,5,5,77,0,0,no_lives,1.201923076923077,0.6299148990074173
18,18,DQN,348.49000000000103,151,2,2,80,0,0,no_lives,1.3245033112582782,0.23241614800645038
19,19,DQN,3144.479999999944,552,16,16,66,0,0,no_lives,2.898550724637681,0.7886493419646285
20,20,DQN,347.3200000000021,268,2,2,80,0,0,no_lives,0.7462686567164178,0.4024638049886562
21,21,DQN,1543.7800000000054,622,8,8,74,0,0,no_lives,1.2861736334405145,0.9111369810416363
22,22,DQN,347.7500000000017,225,2,2,80,0,0,no_lives,0.8888888888888888,0.3385459380224347
23,23,DQN,1147.630000000002,237,6,6,76,0,0,no_lives,2.5316455696202533,0.35313687298912555
24,24,DQN,746.300000000003,370,4,4,78,0,0,no_lives,1.0810810810810811,0.5503071149578318
25,25,DQN,546.6900000000026,331,3,3,79,0,0,no_lives,0.906344410876133,0.49586080701556057
26,26,DQN,946.9500000000024,305,5,5,77,0,0,no_lives,1.639344262295082,0.45130083803087473
27,27,DQN,543.7900000000053,621,3,3,79,0,0,no_lives,0.4830917874396135,0.9292726830462925
28,28,DQN,2743.859999999978,614,14,14,68,0,0,no_lives,2.2801302931596092,0.8984301980235614
29,29,DQN,2339.9799999999514,1002,12,12,70,0,0,no_lives,1.1976047904191618,1.4347317760111764
30,30,DQN,149.0600000000005,94,1,1,81,0,0,no_lives,1.0638297872340425,0.1431612049927935
31,31,DQN,945.6900000000035,431,5,5,77,0,0,no_lives,1.160092807424594,0.6393534729722887
32,32,DQN,943.5800000000055,642,5,5,77,0,0,no_lives,0.778816199376947,0.9506846720469184
33,33,DQN,3731.689999999783,1831,19,19,63,0,0,no_lives,1.0376843255051884,2.5463442809996195
34,34,DQN,148.54000000000076,146,1,1,81,0,0,no_lives,0.684931506849315,0.2212275150232017
35,35,DQN,149.00000000000054,100,1,1,81,0,0,no_lives,1.0,0.15151959599461406
36,36,DQN,346.8700000000025,313,2,2,80,0,0,no_lives,0.6389776357827476,0.4705399799859151
37,37,DQN,348.3900000000011,161,2,2,80,0,0,no_lives,1.2422360248447204,0.24438397795893252
38,38,DQN,547.0300000000024,297,3,3,79,0,0,no_lives,1.0101010101010102,0.4458198629436083
39,39,DQN,1542.150000000007,785,8,8,74,0,0,no_lives,1.019108280254777,1.153719132009428
40,40,DQN,348.3900000000011,161,2,2,80,0,0,no_lives,1.2422360248447204,0.24191189999692142
41,41,DQN,1146.2100000000032,379,6,6,76,0,0,no_lives,1.58311345646438,0.5661355659831315
42,42,DQN,3343.189999999966,681,17,17,65,0,0,no_lives,2.4963289280469896,0.9796333389822394
43,43,DQN,544.4500000000047,555,3,3,79,0,0,no_lives,0.5405405405405406,0.8375663870247081
44,44,DQN,2144.549999999986,545,11,11,71,0,0,no_lives,2.0183486238532113,0.8089906460372731
45,45,DQN,947.4300000000021,257,5,5,77,0,0,no_lives,1.9455252918287937,0.3856673890259117
46,46,DQN,2939.3699999999244,1063,15,15,67,0,0,no_lives,1.4111006585136407,1.5328692409675568
47,47,DQN,1144.9700000000043,503,6,6,76,0,0,no_lives,1.1928429423459244,0.7570719890063629
48,48,DQN,348.25000000000125,175,2,2,80,0,0,no_lives,1.1428571428571428,0.2666368669597432
49,49,DQN,348.4000000000011,160,2,2,80,0,0,no_lives,1.25,0.2411048860521987
