episode,env_seed,obs_mode,network_type,dueling,double_dqn,per,n_step,lexicographic,return,steps,score,broken_bricks,remaining_bricks,clear,lives,terminal_reason,epsilon,loss,td_error_abs_mean,q_mean,q_max,replay_size,global_step,wall_clock_sec
1451,1451,hybrid,cnn,1,1,0,1,0,149.13000000000048,87,1,1,81,0,0,no_lives,0.050000000000000044,4.645674590406747,4.969410956591025,120.17059063089305,806.9460635130433,100000,272204,0.5344970879959874
1452,1452,hybrid,cnn,1,1,0,1,0,149.15000000000046,85,1,1,81,0,0,no_lives,0.050000000000000044,4.887263516818776,5.2106899682213275,120.36629530962776,748.4318948184742,100000,272289,0.5227634939947166
1453,1453,hybrid,cnn,1,1,0,1,0,944.6800000000046,532,5,5,77,0,0,no_lives,0.050000000000000044,4.706199132410207,5.028474075005467,120.19194032195816,792.714894861207,100000,272821,3.2637968179769814
1454,1454,hybrid,cnn,1,1,0,1,0,148.35000000000085,165,1,1,81,0,0,no_lives,0.050000000000000044,4.614405717271747,4.937507253704649,120.15808660333806,792.0991686271899,100000,272986,1.0161860620137304
1455,1455,hybrid,cnn,1,1,0,1,0,346.1200000000029,388,2,2,80,0,0,no_lives,0.050000000000000044,4.585690081734018,4.906506382927452,120.02488958221122,800.1547724143746,100000,273374,2.387631469988264
1456,1456,hybrid,cnn,1,1,0,1,0,6332.369999999776,1763,32,32,50,0,0,no_lives,0.050000000000000044,4.693900581523227,5.018385386237081,121.1681776344269,803.993414521285,100000,275137,10.500359372003004
1457,1457,hybrid,cnn,1,1,0,1,0,1544.9500000000041,505,8,8,74,0,0,no_lives,0.050000000000000044,4.6772705328346476,5.006480983224246,122.06050832011913,821.7055307520499,100000,275642,3.0848974140244536
1458,1458,hybrid,cnn,1,1,0,1,0,348.19000000000096,181,2,2,80,0,0,no_lives,0.050000000000000044,4.745981510172891,5.077672862216254,122.49427774334481,809.9755614897164,100000,275823,1.1113824250060134
1459,1459,hybrid,cnn,1,1,0,1,0,744.3800000000048,562,4,4,78,0,0,no_lives,0.050000000000000044,4.749197944203305,5.080610126787233,122.71552975746236,810.3479779878121,100000,276385,3.4372937220032327
1460,1460,hybrid,cnn,1,1,0,1,0,1546.340000000003,366,8,8,74,0,0,no_lives,0.050000000000000044,4.794119191300022,5.1253853990732,121.97488226134921,812.9743759071893,100000,276751,2.246319735015277
1461,1461,hybrid,cnn,1,1,0,1,0,148.28000000000088,172,1,1,81,0,0,no_lives,0.050000000000000044,4.703051317569821,5.033324281836665,122.6150318855463,809.7418594360352,100000,276923,1.0608416670002043
1462,1462,hybrid,cnn,1,1,0,1,0,148.97000000000057,103,1,1,81,0,0,no_lives,0.050000000000000044,4.6535799433884115,4.98355210406109,123.30168529621606,840.0084637391915,100000,277026,0.6354541479959153
1463,1463,hybrid,cnn,1,1,0,1,0,149.14000000000047,86,1,1,81,0,0,no_lives,0.050000000000000044,4.380177312119063,4.709504565527273,120.7236450550168,779.4746814106786,100000,277112,0.5272990030352958
1464,1464,hybrid,cnn,1,1,0,1,0,346.4200000000029,358,2,2,80,0,0,no_lives,0.050000000000000044,4.6600860916702445,4.994983785645256,122.2286297462506,812.7505651719077,100000,277470,2.202373797947075
1465,1465,hybrid,cnn,1,1,0,1,0,149.26000000000042,74,1,1,81,0,0,no_lives,0.050000000000000044,4.602336297164092,4.934522052068968,122.23674547350085,814.4158704603041,100000,277544,0.45561781304422766
1466,1466,hybrid,cnn,1,1,0,1,0,2934.559999999883,1544,15,15,67,0,0,no_lives,0.050000000000000044,4.639306709865214,4.972096409667959,120.97751051156632,801.0828223747293,100000,279088,9.347546279022936
1467,1467,hybrid,cnn,1,1,0,1,0,6930.489999999732,1951,35,35,47,0,0,no_lives,0.050000000000000044,4.531628328797024,4.862579520576004,119.9014186340989,799.0437435617451,100000,281039,11.640385983977467
1468,1468,hybrid,cnn,1,1,0,1,0,2540.8099999999486,919,13,13,69,0,0,no_lives,0.050000000000000044,4.647508002209586,4.979583169223175,120.5750530770087,798.5011755078868,100000,281958,5.578411791007966
1469,1469,hybrid,cnn,1,1,0,1,0,148.58000000000072,142,1,1,81,0,0,no_lives,0.050000000000000044,4.586118691404101,4.9150413677725995,120.12023780715298,777.9056993941186,100000,282100,0.8749326969846152
1470,1470,hybrid,cnn,1,1,0,1,0,4537.449999999845,1255,23,23,59,0,0,no_lives,0.050000000000000044,4.6372789372485945,4.97030283559366,120.794966544953,767.5159803656468,100000,283355,7.535440120962448
1471,1471,hybrid,cnn,1,1,0,1,0,1543.4600000000055,654,8,8,74,0,0,no_lives,0.050000000000000044,4.63826885828549,4.97367866360084,121.39499103184505,779.6926945677591,100000,284009,4.01689475303283
1472,1472,hybrid,cnn,1,1,0,1,0,149.19000000000045,81,1,1,81,0,0,no_lives,0.050000000000000044,4.501271003558312,4.835419260425332,122.07955715980059,793.7884977364246,100000,284090,0.505626131023746
1473,1473,hybrid,cnn,1,1,0,1,0,545.5000000000036,450,3,3,79,0,0,no_lives,0.050000000000000044,4.547764722506205,4.88513460583157,121.85363796657987,780.0063869900174,100000,284540,2.786106008978095
1474,1474,hybrid,cnn,1,1,0,1,0,348.5100000000008,149,2,2,80,0,0,no_lives,0.050000000000000044,4.5554609442717275,4.893389989865706,121.96383856446951,751.1522356071728,100000,284689,0.9224403900443576
1475,1475,hybrid,cnn,1,1,0,1,0,546.7400000000026,326,3,3,79,0,0,no_lives,0.050000000000000044,4.646418975174793,4.984464341877429,121.40011240953316,760.6021336280495,100000,285015,2.024670054030139
1476,1476,hybrid,cnn,1,1,0,1,0,149.25000000000043,75,1,1,81,0,0,no_lives,0.050000000000000044,4.54058518409729,4.872325000762939,122.28032145182291,779.1606420898438,100000,285090,0.46050631400430575
1477,1477,hybrid,cnn,1,1,0,1,0,545.6600000000037,434,3,3,79,0,0,no_lives,0.050000000000000044,4.535621159637029,4.872670504354661,120.47407705772856,757.5513950470955,100000,285524,2.6801264630048536
1478,1478,hybrid,cnn,1,1,0,1,0,149.11000000000047,89,1,1,81,0,0,no_lives,0.050000000000000044,4.464622334148107,4.799487213070473,121.47291470645519,755.6701080665159,100000,285613,0.5508762049721554
1479,1479,hybrid,cnn,1,1,0,1,0,149.11000000000047,89,1,1,81,0,0,no_lives,0.050000000000000044,4.548278701439332,4.8876271194286565,120.91765585910069,749.7431136570619,100000,285702,0.5514973779791035
1480,1480,hybrid,cnn,1,1,0,1,0,545.7400000000035,426,3,3,79,0,0,no_lives,0.050000000000000044,4.460363809491547,4.796430530682416,120.4357790342519,766.093979454936,100000,286128,2.623930924979504
1481,1481,hybrid,cnn,1,1,0,1,0,149.26000000000042,74,1,1,81,0,0,no_lives,0.050000000000000044,4.281908044943938,4.617139226681477,118.24886703491211,733.3901853819151,100000,286202,0.4574135330040008
1482,1482,hybrid,cnn,1,1,0,1,0,149.10000000000048,90,1,1,81,0,0,no_lives,0.050000000000000044,4.275178363588121,4.610589072439406,118.86703279283311,715.96318359375,100000,286292,0.5498749009566382
1483,1483,hybrid,cnn,1,1,0,1,0,149.01000000000053,99,1,1,81,0,0,no_lives,0.050000000000000044,4.501643852754072,4.837619003623423,120.00473068699692,769.1281106351602,100000,286391,0.6057805679738522
1484,1484,hybrid,cnn,1,1,0,1,0,2539.0599999999376,1094,13,13,69,0,0,no_lives,0.050000000000000044,4.440485485511027,4.776207031018119,119.25583602654214,764.0720941240216,100000,287485,6.638953871966805
1485,1485,hybrid,cnn,1,1,0,1,0,148.46000000000078,154,1,1,81,0,0,no_lives,0.050000000000000044,4.481556160109384,4.816414981693416,118.50014362087498,752.6596719320719,100000,287639,0.9443253810168244
1486,1486,hybrid,cnn,1,1,0,1,0,746.2600000000031,374,4,4,78,0,0,no_lives,0.050000000000000044,4.558133333762062,4.89465294228518,119.54534369483989,751.1673537473628,100000,288013,2.2700757479760796
1487,1487,hybrid,cnn,1,1,0,1,0,149.13000000000048,87,1,1,81,0,0,no_lives,0.050000000000000044,4.423088021662044,4.756093222519447,119.49406301564184,783.2060069818606,100000,288100,0.5328673110343516
1488,1488,hybrid,cnn,1,1,0,1,0,149.12000000000046,88,1,1,81,0,0,no_lives,0.050000000000000044,4.679908925836736,5.018021030859514,119.70023562691428,791.7721203890713,100000,288188,0.5431647549849004
1489,1489,hybrid,cnn,1,1,0,1,0,349.01000000000056,99,2,2,80,0,0,no_lives,0.050000000000000044,4.580245020413639,4.915472579724861,118.78386225844875,776.3875202217488,100000,288287,0.6089979050448164
1490,1490,hybrid,cnn,1,1,0,1,0,149.11000000000047,89,1,1,81,0,0,no_lives,0.050000000000000044,4.428453898161985,4.764721870422363,120.07306388254916,800.6190617593487,100000,288376,0.5480268910177983
1491,1491,hybrid,cnn,1,1,0,1,0,546.1600000000029,384,3,3,79,0,0,no_lives,0.050000000000000044,4.4100646159301204,4.747444013133645,119.17237830162048,766.4000243345896,100000,288760,2.3485942570259795
1492,1492,hybrid,cnn,1,1,0,1,0,747.7100000000017,229,4,4,78,0,0,no_lives,0.050000000000000044,4.542189620988338,4.880875729056945,120.21332440105589,761.5835859140454,100000,288989,1.3966067759902216
1493,1493,hybrid,cnn,1,1,0,1,0,149.18000000000043,82,1,1,81,0,0,no_lives,0.050000000000000044,4.191461400287907,4.520885688502614,118.04779024821956,778.0006274711795,100000,289071,0.5051279320032336
1494,1494,hybrid,cnn,1,1,0,1,0,149.03000000000054,97,1,1,81,0,0,no_lives,0.050000000000000044,4.51286849041575,4.849290611817665,118.49682695841052,773.4753034139417,100000,289168,0.5943444239674136
1495,1495,hybrid,cnn,1,1,0,1,0,149.19000000000042,81,1,1,81,0,0,no_lives,0.050000000000000044,4.567661317778223,4.903803551638568,118.8583928802867,745.2119856469425,100000,289249,0.49826899700565264
1496,1496,hybrid,cnn,1,1,0,1,0,149.23000000000042,77,1,1,81,0,0,no_lives,0.050000000000000044,4.35666916587136,4.691256643889786,117.70421313000963,725.5809992009944,100000,289326,0.47265642101410776
1497,1497,hybrid,cnn,1,1,0,1,0,149.0900000000005,91,1,1,81,0,0,no_lives,0.050000000000000044,4.522933603643061,4.861271541197222,118.03774764511611,799.7943286266956,100000,289417,0.5604942810023203
1498,1498,hybrid,cnn,1,1,0,1,0,6330.119999999714,1988,32,32,50,0,0,no_lives,0.050000000000000044,4.392951714320922,4.728046902708364,116.26791665827484,741.3332814575441,100000,291405,11.833221615001094
1499,1499,hybrid,cnn,1,1,0,1,0,149.03000000000054,97,1,1,81,0,0,no_lives,0.050000000000000044,4.558072436716139,4.8953280227700455,116.34059772294822,764.0869335685809,100000,291502,0.5995310379657894
1500,1500,hybrid,cnn,1,1,0,1,0,548.170000000001,183,3,3,79,0,0,no_lives,0.050000000000000044,4.4226928376109225,4.759372174414129,115.37979726322362,736.0151807441086,100000,291685,1.1331582840066403
1501,1501,hybrid,cnn,1,1,0,1,0,149.15000000000046,85,1,1,81,0,0,no_lives,0.050000000000000044,4.536367220037124,4.87562053343829,115.94868235868566,753.0909703871783,100000,291770,0.5173723410116509
1502,1502,hybrid,cnn,1,1,0,1,0,149.21000000000043,79,1,1,81,0,0,no_lives,0.050000000000000044,4.110824950133698,4.447540014604979,115.33530667461926,712.9204399012312,100000,291849,0.48730985703878105
1503,1503,hybrid,cnn,1,1,0,1,0,149.05000000000052,95,1,1,81,0,0,no_lives,0.050000000000000044,4.216087005012914,4.551572716863531,115.40849400570518,715.5943732010691,100000,291944,0.588032828993164
1504,1504,hybrid,cnn,1,1,0,1,0,2541.1699999999355,883,13,13,69,0,0,no_lives,0.050000000000000044,4.342480802590012,4.67704548490142,115.17825400329797,735.2907385820711,100000,292827,5.413558536034543
1505,1505,hybrid,cnn,1,1,0,1,0,149.01000000000053,99,1,1,81,0,0,no_lives,0.050000000000000044,4.414412600825531,4.747775304197061,116.60997541023023,743.4140443127565,100000,292926,0.6069232900044881
1506,1506,hybrid,cnn,1,1,0,1,0,348.53000000000077,147,2,2,80,0,0,no_lives,0.050000000000000044,4.397084814350621,4.727911199842181,115.0025890116789,743.8663741131218,100000,293073,0.9060222239932045
1507,1507,hybrid,cnn,1,1,0,1,0,149.03000000000054,97,1,1,81,0,0,no_lives,0.050000000000000044,4.509480043784859,4.843061882196014,114.85918206283726,736.8487715573655,100000,293170,0.5969298059935682
1508,1508,hybrid,cnn,1,1,0,1,0,149.10000000000048,90,1,1,81,0,0,no_lives,0.050000000000000044,4.106512141227722,4.435911885897318,115.01064003838434,745.6683671739366,100000,293260,0.5524672199971974
1509,1509,hybrid,cnn,1,1,0,1,0,149.10000000000048,90,1,1,81,0,0,no_lives,0.050000000000000044,4.528652498457167,4.865096640586853,114.06028043958875,740.7188568115234,100000,293350,0.5547400300274603
1510,1510,hybrid,cnn,1,1,0,1,0,149.26000000000042,74,1,1,81,0,0,no_lives,0.050000000000000044,4.354631372400232,4.687086218112224,115.62448254147091,736.2901834023966,100000,293424,0.45180630101822317
1511,1511,hybrid,cnn,1,1,0,1,0,148.96000000000058,104,1,1,81,0,0,no_lives,0.050000000000000044,4.304122392947857,4.638703506726485,114.12245515676645,720.918390420767,100000,293528,0.6386355620343238
1512,1512,hybrid,cnn,1,1,0,1,0,149.0800000000005,92,1,1,81,0,0,no_lives,0.050000000000000044,4.465375853621441,4.803294749363609,115.15416004346764,737.0684489374576,100000,293620,0.5632670230115764
1513,1513,hybrid,cnn,1,1,0,1,0,9326.979999999636,2302,47,47,35,0,0,no_lives,0.050000000000000044,4.320298793210246,4.656401529299705,115.34287835658891,739.4186165658004,100000,295922,13.562273034011014
1514,1514,hybrid,cnn,1,1,0,1,0,149.23000000000042,77,1,1,81,0,0,no_lives,0.050000000000000044,4.323704923902239,4.658968163775159,113.62309384036374,708.9950125558036,100000,295999,0.4764570840052329
1515,1515,hybrid,cnn,1,1,0,1,0,149.2800000000004,72,1,1,81,0,0,no_lives,0.050000000000000044,4.018268465995789,4.348515252272288,115.72993840111627,747.2091789245605,100000,296071,0.44611506100045517
1516,1516,hybrid,cnn,1,1,0,1,0,348.9400000000006,106,2,2,80,0,0,no_lives,0.050000000000000044,4.280807009283102,4.615712964309837,114.8855446149718,749.49159643785,100000,296177,0.6566410380182788
1517,1517,hybrid,cnn,1,1,0,1,0,346.8900000000025,311,2,2,80,0,0,no_lives,0.050000000000000044,4.407618800926822,4.746184513883192,115.2961616148136,740.244043577139,100000,296488,1.8990083619719371
1518,1518,hybrid,cnn,1,1,0,1,0,349.03000000000054,97,2,2,80,0,0,no_lives,0.050000000000000044,4.545764596191878,4.88745772469904,116.06589547383416,741.5849162622825,100000,296585,0.5945287229842506
1519,1519,hybrid,cnn,1,1,0,1,0,148.2700000000009,173,1,1,81,0,0,no_lives,0.050000000000000044,4.382520548870109,4.721322587459762,114.94249703291524,726.5314329290666,100000,296758,1.0672980870003812
1520,1520,hybrid,cnn,1,1,0,1,0,148.99000000000055,101,1,1,81,0,0,no_lives,0.050000000000000044,4.385296526521739,4.718493888873865,113.68039438984182,745.962234043839,100000,296859,0.6234954689862207
1521,1521,hybrid,cnn,1,1,0,1,0,347.5100000000019,249,2,2,80,0,0,no_lives,0.050000000000000044,4.357155661985098,4.692710309622278,114.5872101688002,729.8791791923553,100000,297108,1.5279467870132066
1522,1522,hybrid,cnn,1,1,0,1,0,149.0900000000005,91,1,1,81,0,0,no_lives,0.050000000000000044,4.236316714968,4.570734320106087,114.9436762883113,741.2713535853794,100000,297199,0.5588603140204214
1523,1523,hybrid,cnn,1,1,0,1,0,747.610000000002,239,4,4,78,0,0,no_lives,0.050000000000000044,4.373347606619033,4.708273862695095,114.76813976335725,747.8414809733754,100000,297438,1.4611908719525672
1524,1524,hybrid,cnn,1,1,0,1,0,149.25000000000043,75,1,1,81,0,0,no_lives,0.050000000000000044,4.484277048110962,4.824427766799927,115.15759002685547,722.4060514322916,100000,297513,0.4623097329749726
1525,1525,hybrid,cnn,1,1,0,1,0,1143.8000000000054,620,6,6,76,0,0,no_lives,0.050000000000000044,4.353008264495481,4.687800435096987,114.56568230659731,748.6490020751953,100000,298133,3.783361764973961
1526,1526,hybrid,cnn,1,1,0,1,0,348.4900000000008,151,2,2,80,0,0,no_lives,0.050000000000000044,4.032354618539873,4.368979652985832,113.35613851989342,735.3804650717224,100000,298284,0.9280918729491532
1527,1527,hybrid,cnn,1,1,0,1,0,148.41000000000082,159,1,1,81,0,0,no_lives,0.050000000000000044,4.400913629891737,4.736272877867117,113.72415410647602,765.0731020753489,100000,298443,0.9810091939871199
1528,1528,hybrid,cnn,1,1,0,1,0,1145.5500000000034,445,6,6,76,0,0,no_lives,0.050000000000000044,4.347083504816119,4.683417692077294,114.13897093012092,737.3712924228626,100000,298888,2.724529644998256
1529,1529,hybrid,cnn,1,1,0,1,0,149.04000000000053,96,1,1,81,0,0,no_lives,0.050000000000000044,4.292424579461415,4.629241426785787,116.69285949071248,764.8566122055054,100000,298984,0.5910316439694725
1530,1530,hybrid,cnn,1,1,0,1,0,149.02000000000052,98,1,1,81,0,0,no_lives,0.050000000000000044,4.289066385249702,4.620411704997627,113.86967452691526,751.0859393684232,100000,299082,0.6070155900088139
1531,1531,hybrid,cnn,1,1,0,1,0,149.04000000000053,96,1,1,81,0,0,no_lives,0.050000000000000044,4.49984706689914,4.835791771610578,114.58444309234619,751.3832060496012,100000,299178,0.5899256819975562
1532,1532,hybrid,cnn,1,1,0,1,0,546.8400000000025,316,3,3,79,0,0,no_lives,0.050000000000000044,4.267066413843179,4.602593078643461,112.96151803415033,740.0790999207316,100000,299494,1.9420742910006084
1533,1533,hybrid,cnn,1,1,0,1,0,746.2600000000027,374,4,4,78,0,0,no_lives,0.050000000000000044,4.2819725899772845,4.618924092481481,113.59558366581717,750.5066413267411,100000,299868,2.281095076003112
1534,1534,hybrid,cnn,1,1,0,1,0,348.53000000000077,147,2,2,80,0,0,no_lives,0.050000000000000044,4.387120014956208,4.722684698039982,113.72199404969507,756.8740828118357,100000,300015,0.9015347639797255
1535,1535,hybrid,cnn,1,1,0,1,0,149.15000000000046,85,1,1,81,0,0,no_lives,0.050000000000000044,4.075587774725522,4.407161673377542,112.68964825798483,716.9190085018382,100000,300100,0.5249767770292237
1536,1536,hybrid,cnn,1,1,0,1,0,149.23000000000042,77,1,1,81,0,0,no_lives,0.050000000000000044,4.354625729771404,4.688610739522166,113.5078245881316,753.0840917810217,100000,300177,0.4726889540324919
1537,1537,hybrid,cnn,1,1,0,1,0,148.57000000000073,143,1,1,81,0,0,no_lives,0.050000000000000044,4.285290204561674,4.620858906032322,112.72590183711552,741.5987766505955,100000,300320,0.8754413950373419
1538,1538,hybrid,cnn,1,1,0,1,0,148.4400000000008,156,1,1,81,0,0,no_lives,0.050000000000000044,4.070847037510994,4.405366105911059,112.50500194842999,741.7423346103766,100000,300476,0.9611573209986091
1539,1539,hybrid,cnn,1,1,0,1,0,149.10000000000048,90,1,1,81,0,0,no_lives,0.050000000000000044,4.308856455485026,4.643460573090447,110.98049994574653,699.9802792019315,100000,300566,0.5562128509627655
1540,1540,hybrid,cnn,1,1,0,1,0,348.26000000000124,174,2,2,80,0,0,no_lives,0.050000000000000044,4.251334639801376,4.584873021334067,111.88965444455202,766.3693802055271,100000,300740,1.0761223269510083
1541,1541,hybrid,cnn,1,1,0,1,0,347.6000000000017,240,2,2,80,0,0,no_lives,0.050000000000000044,4.1693978627522785,4.504133398334186,111.9478700319926,738.4178906758626,100000,300980,1.4709330429905094
1542,1542,hybrid,cnn,1,1,0,1,0,149.16000000000045,84,1,1,81,0,0,no_lives,0.050000000000000044,4.050520292350224,4.3801484789167136,112.84765570504325,732.3916549682617,100000,301064,0.5191531759919599
1543,1543,hybrid,cnn,1,1,0,1,0,149.04000000000053,96,1,1,81,0,0,no_lives,0.050000000000000044,4.00272951523463,4.338786912461122,111.91750995318095,714.2877702713013,100000,301160,0.59198186598951
1544,1544,hybrid,cnn,1,1,0,1,0,745.1000000000041,490,4,4,78,0,0,no_lives,0.050000000000000044,4.1683320724234285,4.5046492717704,111.50998328072684,734.2772119638871,100000,301650,3.0217203900101595
1545,1545,hybrid,cnn,1,1,0,1,0,945.3400000000039,466,5,5,77,0,0,no_lives,0.050000000000000044,4.077812578800922,4.411178753611356,110.92846748450283,747.6869193801552,100000,302116,2.9017153630265966
1546,1546,hybrid,cnn,1,1,0,1,0,149.04000000000053,96,1,1,81,0,0,no_lives,0.050000000000000044,4.1351382955908775,4.468357337017854,111.0548620223999,743.3945598602295,100000,302212,0.5827233029995114
1547,1547,hybrid,cnn,1,1,0,1,0,148.58000000000072,142,1,1,81,0,0,no_lives,0.050000000000000044,4.160720163667706,4.495806123169375,111.07528380273094,748.4214686004209,100000,302354,0.8610479870112613
1548,1548,hybrid,cnn,1,1,0,1,0,148.99000000000055,101,1,1,81,0,0,no_lives,0.050000000000000044,4.261925468350401,4.597896410687135,111.43647615036161,728.9128463291886,100000,302455,0.6140177419874817
1549,1549,hybrid,cnn,1,1,0,1,0,349.03000000000054,97,2,2,80,0,0,no_lives,0.050000000000000044,4.202918549173886,4.535771519867415,110.75781525287431,720.5618097364288,100000,302552,0.5882461740402505
1550,1550,hybrid,cnn,1,1,0,1,0,148.94000000000057,106,1,1,81,0,0,no_lives,0.050000000000000044,4.099611012440808,4.429309257921183,110.70640628742721,720.8849628376511,100000,302658,0.6473518159473315
1551,1551,hybrid,cnn,1,1,0,1,0,149.16000000000045,84,1,1,81,0,0,no_lives,0.050000000000000044,4.211436739989689,4.543871263662974,110.50073650905064,766.5210825602213,100000,302742,0.511661657015793
1552,1552,hybrid,cnn,1,1,0,1,0,149.13000000000048,87,1,1,81,0,0,no_lives,0.050000000000000044,4.197292727985602,4.530883942527333,110.84420329126819,786.3096362585309,100000,302829,0.5319814010290429
1553,1553,hybrid,cnn,1,1,0,1,0,346.7800000000027,322,2,2,80,0,0,no_lives,0.050000000000000044,3.9228373106962406,4.251200015500466,110.13217096743377,734.1236825315108,100000,303151,1.9626795219955966
1554,1554,hybrid,cnn,1,1,0,1,0,746.7200000000026,328,4,4,78,0,0,no_lives,0.050000000000000044,4.082161138697368,4.41615914208133,110.05322926218916,721.3380523309474,100000,303479,1.9901645749923773
1555,1555,hybrid,cnn,1,1,0,1,0,346.6000000000028,340,2,2,80,0,0,no_lives,0.050000000000000044,4.210592486577876,4.543826857033898,110.38842062108657,733.0371130550609,100000,303819,2.0650813429965638
1556,1556,hybrid,cnn,1,1,0,1,0,149.13000000000048,87,1,1,81,0,0,no_lives,0.050000000000000044,4.249681102818456,4.5852110769556855,111.69869670648684,738.4732701093301,100000,303906,0.5279420729493722
1557,1557,hybrid,cnn,1,1,0,1,0,149.0600000000005,94,1,1,81,0,0,no_lives,0.050000000000000044,4.015373186862215,4.347473207940447,109.87575474191219,722.8331860481425,100000,304000,0.5751790170324966
1558,1558,hybrid,cnn,1,1,0,1,0,543.6400000000054,636,3,3,79,0,0,no_lives,0.050000000000000044,4.0840598907110826,4.41684717464747,109.87819358537782,733.421688199793,100000,304636,3.8694295400055125
1559,1559,hybrid,cnn,1,1,0,1,0,149.20000000000044,80,1,1,81,0,0,no_lives,0.050000000000000044,3.956584820151329,4.292220193147659,109.99783382415771,718.9042980194092,100000,304716,0.48712468502344564
1560,1560,hybrid,cnn,1,1,0,1,0,946.4500000000029,355,5,5,77,0,0,no_lives,0.050000000000000044,4.102455714722754,4.435491000430685,109.85658053545885,717.0887752909056,100000,305071,2.153817626996897
1561,1561,hybrid,cnn,1,1,0,1,0,347.60000000000184,240,2,2,80,0,0,no_lives,0.050000000000000044,4.044045783082644,4.379013469815254,108.62162033716838,710.7160855611165,100000,305311,1.4614093249547295
1562,1562,hybrid,cnn,1,1,0,1,0,348.4000000000008,160,2,2,80,0,0,no_lives,0.050000000000000044,3.927484668791294,4.261207076907158,108.1777057170868,694.0311126708984,100000,305471,0.9777447010274045
1563,1563,hybrid,cnn,1,1,0,1,0,5340.0499999999065,995,27,27,55,0,0,no_lives,0.050000000000000044,3.971436326827236,4.304205718591585,108.25749239514221,706.9542945440091,100000,306466,5.921799151983578
1564,1564,hybrid,cnn,1,1,0,1,0,1340.0400000000088,996,7,7,75,0,0,no_lives,0.050000000000000044,4.022049417098363,4.355797325990286,108.47748507457564,719.9033852389539,100000,307462,6.021458333998453
1565,1565,hybrid,cnn,1,1,0,1,0,149.21000000000043,79,1,1,81,0,0,no_lives,0.050000000000000044,4.075693405127224,4.409120629105387,107.339920623393,696.9306370216079,100000,307541,0.48126088501885533
1566,1566,hybrid,cnn,1,1,0,1,0,149.0800000000005,92,1,1,81,0,0,no_lives,0.050000000000000044,4.131608633891396,4.468462086242178,109.44433353258216,716.3874369082243,100000,307633,0.5602438179776073
1567,1567,hybrid,cnn,1,1,0,1,0,149.0900000000005,91,1,1,81,0,0,no_lives,0.050000000000000044,3.7588525067318925,4.09196136547969,107.21454150860126,701.1653281410972,100000,307724,0.5546519130002707
1568,1568,hybrid,cnn,1,1,0,1,0,346.4000000000029,360,2,2,80,0,0,no_lives,0.050000000000000044,3.93629593220022,4.269858187437057,108.07042113410103,700.1853570726182,100000,308084,2.175306868040934
1569,1569,hybrid,cnn,1,1,0,1,0,744.0600000000051,594,4,4,78,0,0,no_lives,0.050000000000000044,4.054487269735497,4.392443760878309,108.17890655312073,711.539053252249,100000,308678,3.611907416023314
1570,1570,hybrid,cnn,1,1,0,1,0,149.01000000000053,99,1,1,81,0,0,no_lives,0.050000000000000044,4.071526262495253,4.4083855778279935,107.16815393621272,710.5649420227668,100000,308777,0.604630938032642
1571,1571,hybrid,cnn,1,1,0,1,0,148.99000000000055,101,1,1,81,0,0,no_lives,0.050000000000000044,3.955714228129623,4.293091941587996,107.0518961991414,702.5649722259824,100000,308878,0.6185044000158086
1572,1572,hybrid,cnn,1,1,0,1,0,349.0500000000005,95,2,2,80,0,0,no_lives,0.050000000000000044,3.953905386673777,4.293598481228477,108.3122857344778,692.1884123149671,100000,308973,0.5777611440280452
1573,1573,hybrid,cnn,1,1,0,1,0,148.99000000000055,101,1,1,81,0,0,no_lives,0.050000000000000044,3.770658103546294,4.1009463414107215,107.64301889249595,717.5029592986155,100000,309074,0.6120890260208398
1574,1574,hybrid,cnn,1,1,0,1,0,347.62000000000177,238,2,2,80,0,0,no_lives,0.050000000000000044,3.8987032335345484,4.23173006943294,107.99124546211307,714.049219852736,100000,309312,1.4435129800112918
1575,1575,hybrid,cnn,1,1,0,1,0,347.2600000000018,274,2,2,80,0,0,no_lives,0.050000000000000044,3.900525325841277,4.234769839439949,107.49351765987647,721.1273191131814,100000,309586,1.6644719209871255
1576,1576,hybrid,cnn,1,1,0,1,0,148.98000000000056,102,1,1,81,0,0,no_lives,0.050000000000000044,3.9991973860591066,4.333500144528408,107.21145510206036,712.1205893123852,100000,309688,0.6195637790369801
1577,1577,hybrid,cnn,1,1,0,1,0,348.40000000000083,160,2,2,80,0,0,no_lives,0.050000000000000044,3.90423504114151,4.23786631822586,107.70084762573242,730.0708137512207,100000,309848,0.9701816309825517
1578,1578,hybrid,cnn,1,1,0,1,0,149.15000000000046,85,1,1,81,0,0,no_lives,0.050000000000000044,3.9000679072211772,4.236729248832254,107.68428865320543,709.2412446863511,100000,309933,0.5141039000009187
1579,1579,hybrid,cnn,1,1,0,1,0,148.99000000000055,101,1,1,81,0,0,no_lives,0.050000000000000044,3.8260528285904685,4.156264043090367,108.12159766773186,717.1192361057394,100000,310034,0.6132405630196445
1580,1580,hybrid,cnn,1,1,0,1,0,149.2900000000004,71,1,1,81,0,0,no_lives,0.050000000000000044,3.9925014133184726,4.325110724274541,108.57661631409552,715.0676596198283,100000,310105,0.4304578739684075
